Q,J_numerical,J_exact,Absolute_difference,Percent_difference
2.190000000000000e+01,7.646323363409328e-09,7.646108402730799e-09,2.149606785293407e-13,2.811373671508080e-03
2.195000000000000e+01,7.542625846548744e-09,7.542413337512140e-09,2.125090366039951e-13,2.817520428734433e-03
2.200000000000000e+01,7.440564873598121e-09,7.440354765895562e-09,2.101077025585982e-13,2.823893606816589e-03
2.205000000000000e+01,7.340111002107417e-09,7.339903246563899e-09,2.077555435180158e-13,2.830494306791775e-03
2.210000000000000e+01,7.241235384015592e-09,7.241029932561065e-09,2.054514545269411e-13,2.837323646503356e-03
2.215000000000000e+01,7.143909752351366e-09,7.143706557993573e-09,2.031943577930242e-13,2.844382760454464e-03
2.220000000000000e+01,7.048106408260511e-09,7.047905425058559e-09,2.009832019515085e-13,2.851672799650807e-03
2.225000000000000e+01,6.953798208350892e-09,6.953599391389532e-09,1.988169613604731e-13,2.859194931572607e-03
2.230000000000000e+01,6.860958552346900e-09,6.860761857711397e-09,1.966946355036080e-13,2.866950341419095e-03
2.235000000000000e+01,6.769561371044862e-09,6.769366755796611e-09,1.946152482507149e-13,2.874940231064682e-03
2.240000000000000e+01,6.679581114561471e-09,6.679388536714305e-09,1.925778471653570e-13,2.883165818350328e-03
2.245000000000000e+01,6.590992740867624e-09,6.590802159364789e-09,1.905815028356699e-13,2.891628336391117e-03
2.250000000000000e+01,6.503771704600280e-09,6.503583079291781e-09,1.886253084996486e-13,2.900329037085036e-03
2.255000000000000e+01,6.417893946144429e-09,6.417707237765094e-09,1.867083793345997e-13,2.909269189406326e-03
2.260000000000000e+01,6.333335880978403e-09,6.333151051126697e-09,1.848298517060609e-13,2.918450076651477e-03
2.265000000000000e+01,6.250074389275949e-09,6.249891400393116e-09,1.829888828327933e-13,2.927872999861780e-03
2.270000000000000e+01,6.168086805757753e-09,6.167905621107622e-09,1.811846501316543e-13,2.937539276081165e-03
2.275000000000000e+01,6.087350909786263e-09,6.087171493435524e-09,1.794163507394869e-13,2.947450239129480e-03
2.280000000000000e+01,6.007844915697348e-09,6.007667232496351e-09,1.776832009969594e-13,2.957607239559557e-03
2.285000000000000e+01,5.929547463362664e-09,5.929371478926694e-09,1.759844359696274e-13,2.968011644996194e-03
2.290000000000000e+01,5.852437608976603e-09,5.852263289667717e-09,1.743193088854514e-13,2.978664838836206e-03
2.295000000000000e+01,5.776494816062232e-09,5.776322128971548e-09,1.726870906839830e-13,2.989568220543983e-03
2.300000000000000e+01,5.701698946690509e-09,5.701527859620863e-09,1.710870696457885e-13,3.000723207150396e-03
2.305000000000000e+01,5.628030252907013e-09,5.627860734356170e-09,1.695185508432002e-13,3.012131231470375e-03
2.310000000000000e+01,5.555469368361212e-09,5.555301387505484e-09,1.679808557275540e-13,3.023793742412651e-03
2.315000000000000e+01,5.483997300132899e-09,5.483830826811099e-09,1.664733217991439e-13,3.035712206606304e-03
2.320000000000000e+01,5.413595420750629e-09,5.413430425448541e-09,1.649953020885801e-13,3.047888106457174e-03
2.325000000000000e+01,5.344245460397445e-09,5.344081914232629e-09,1.635461648159901e-13,3.060322941166483e-03
2.330000000000000e+01,5.275929499298989e-09,5.275767374006006e-09,1.621252929823919e-13,3.073018226337879e-03
2.335000000000000e+01,5.208629960289412e-09,5.208469228205430e-09,1.607320839817463e-13,3.085975493746485e-03
2.340000000000000e+01,5.142329601550587e-09,5.142170235601297e-09,1.593659492899366e-13,3.099196292386092e-03
2.345000000000000e+01,5.077011509520049e-09,5.076853483206008e-09,1.580263140412525e-13,3.112682187185353e-03
2.350000000000000e+01,5.012659091963648e-09,5.012502379346960e-09,1.567126166884189e-13,3.126434759096030e-03
2.355000000000000e+01,4.949256071208668e-09,4.949100646899888e-09,1.554243087800838e-13,3.140455607372653e-03
2.360000000000000e+01,4.886786477533132e-09,4.886632316678678e-09,1.541608544537572e-13,3.154746346018038e-03
2.365000000000000e+01,4.825234642707748e-09,4.825081720977541e-09,1.529217302075090e-13,3.169308605544772e-03
2.370000000000000e+01,4.764585193686499e-09,4.764433487261857e-09,1.517064246427157e-13,3.184144034087504e-03
2.375000000000000e+01,4.704823046442001e-09,4.704672532003910e-09,1.505144380901749e-13,3.199254295942776e-03
2.380000000000000e+01,4.645933399942205e-09,4.645784054659861e-09,1.493452823437532e-13,3.214641072134107e-03
2.385000000000000e+01,4.587901730264886e-09,4.587753531784539e-09,1.481984803468846e-13,3.230306059820928e-03
2.390000000000000e+01,4.530713784846442e-09,4.530566711280500e-09,1.470735659427622e-13,3.246250972898576e-03
2.395000000000000e+01,4.474355576861684e-09,4.474209606778083e-09,1.459700836005410e-13,3.262477541941879e-03
2.400000000000000e+01,4.418813379731382e-09,4.418668492143233e-09,1.448875881498134e-13,3.278987514167126e-03
2.405000000000000e+01,4.364073721754368e-09,4.363929896109846e-09,1.438256445217013e-13,3.295782653381125e-03
2.410000000000000e+01,4.310123380861162e-09,4.309980597033695e-09,1.427838274667876e-13,3.312864739230085e-03
2.415000000000000e+01,4.256949379486203e-09,4.256807617764798e-09,1.417617214053968e-13,3.330235569345139e-03
2.420000000000000e+01,4.204538979555524e-09,4.204398220635409e-09,1.407589201149202e-13,3.347896957620902e-03
2.425000000000000e+01,4.152879677587264e-09,4.152739902560773e-09,1.397750264907612e-13,3.365850733983349e-03
2.430000000000000e+01,4.101959199902238e-09,4.101820390249867e-09,1.388096523709728e-13,3.384098745545439e-03
2.435000000000000e+01,4.051765497941754e-09,4.051627635523461e-09,1.378624182930663e-13,3.402642856029754e-03
2.440000000000000e+01,4.002286743690176e-09,4.002149810736868e-09,1.369329533078961e-13,3.421484946428936e-03
2.445000000000000e+01,3.953511325199572e-09,3.953375304304844e-09,1.360208947281964e-13,3.440626913920436e-03
2.450000000000000e+01,3.905427842214058e-09,3.905292716326136e-09,1.351258879226135e-13,3.460070671725006e-03
2.455000000000000e+01,3.858025101891477e-09,3.857890854305297e-09,1.342475861800479e-13,3.479818150641339e-03
2.460000000000000e+01,3.811292114619903e-09,3.811158728969387e-09,1.333856505160945e-13,3.499871299040977e-03
2.465000000000000e+01,3.765218089926705e-09,3.765085550177294e-09,1.325397494108257e-13,3.520232080904099e-03
2.470000000000000e+01,3.719792432478074e-09,3.719660722919388e-09,1.317095586859556e-13,3.540902477325484e-03
2.475000000000000e+01,3.675004738166766e-09,3.674873843405431e-09,1.308947613348543e-13,3.561884486721775e-03
2.480000000000000e+01,3.630844790285845e-09,3.630714695238512e-09,1.300950473335368e-13,3.583180124402216e-03
2.485000000000000e+01,3.587302555786502e-09,3.587173245673062e-09,1.293101134392451e-13,3.604791421636023e-03
2.490000000000000e+01,3.544368181617923e-09,3.544239641954829e-09,1.285396630949080e-13,3.626720427516348e-03
2.495000000000000e+01,3.502031991147189e-09,3.501904207740947e-09,1.277834062421994e-13,3.648969208230613e-03
2.500000000000000e+01,3.460284480657288e-09,3.460157439598139e-09,1.270410591486564e-13,3.671539846562903e-03
2.505000000000000e+01,3.419116315921473e-09,3.418990003577204e-09,1.263123442695409e-13,3.694434442258781e-03
2.510000000000000e+01,3.378518328852125e-09,3.378392731862019e-09,1.255969901063917e-13,3.717655112203850e-03
2.515000000000000e+01,3.338481514222326e-09,3.338356619491232e-09,1.248947310941136e-13,3.741203991356312e-03
2.520000000000000e+01,3.298997026458335e-09,3.298872821150973e-09,1.242053073623368e-13,3.765083229822777e-03
2.525000000000000e+01,3.260056176501547e-09,3.259932648036891e-09,1.235284646568342e-13,3.789294994521503e-03
2.530000000000000e+01,3.221650428738195e-09,3.221527564783878e-09,1.228639543171873e-13,3.813841472606795e-03
2.535000000000000e+01,3.183771397994932e-09,3.183649186461935e-09,1.222115329971997e-13,3.838724866951071e-03
2.540000000000000e+01,3.146410846599113e-09,3.146289275636557e-09,1.215709625565363e-13,3.863947396634089e-03
2.545000000000000e+01,3.109560681502184e-09,3.109439739492187e-09,1.209420099970299e-13,3.889511298803343e-03
2.550000000000000e+01,3.073212951464568e-09,3.073092627017252e-09,1.203244473162708e-13,3.915418827874965e-03
2.555000000000000e+01,3.037359844300731e-09,3.037240126249313e-09,1.197180514186849e-13,3.941672256468070e-03
2.560000000000000e+01,3.001993684182918e-09,3.001874561578998e-09,1.191226039194914e-13,3.968273872737455e-03
2.565000000000000e+01,2.967106929002365e-09,2.966988391111288e-09,1.185378910772880e-13,3.995225981753487e-03
2.570000000000000e+01,2.932692167786599e-09,2.932574204082851e-09,1.179637037477285e-13,4.022530907606518e-03
2.575000000000000e+01,2.898742118171380e-09,2.898624718334146e-09,1.173998372338035e-13,4.050190991998226e-03
2.580000000000000e+01,2.865249623926166e-09,2.865132777835003e-09,1.168460911634174e-13,4.078208593589525e-03
2.585000000000000e+01,2.832207652531880e-09,2.832091350262474e-09,1.163022694054293e-13,4.106586088568454e-03
2.590000000000000e+01,2.799609292809718e-09,2.799493524629738e-09,1.157681799799045e-13,4.135325870961465e-03
2.595000000000000e+01,2.767447752599834e-09,2.767332508964874e-09,1.152436349596798e-13,4.164430352563121e-03
2.600000000000000e+01,2.735716356488719e-09,2.735601628038409e-09,1.147284503098900e-13,4.193901960504285e-03
2.605000000000000e+01,2.704408543584385e-09,2.704294321138456e-09,1.142224459289140e-13,4.223743142012314e-03
2.610000000000000e+01,2.673517865337955e-09,2.673404139892437e-09,1.137254455176799e-13,4.253956363000752e-03
2.615000000000000e+01,2.643037983410630e-09,2.642924746134246e-09,1.132372763848640e-13,4.284544104045866e-03
2.620000000000000e+01,2.612962667585390e-09,2.612849909815891e-09,1.127577694990033e-13,4.315508865449854e-03
2.625000000000000e+01,2.583285793721855e-09,2.583173506962565e-09,1.122867592899720e-13,4.346853162875801e-03
2.630000000000000e+01,2.554001341753856e-09,2.553889517670159e-09,1.118240836969581e-13,4.378579532248994e-03
2.635000000000000e+01,2.525103393728371e-09,2.524992024144303e-09,1.113695840679609e-13,4.410690529040505e-03
2.640000000000000e+01,2.496586131884867e-09,2.496475208779938e-09,1.109231049290076e-13,4.443188722199136e-03
2.645000000000000e+01,2.468443836774641e-09,2.468333352280553e-09,1.104844940875508e-13,4.476076701125944e-03
2.650000000000000e+01,2.440670885418664e-09,2.440560831816168e-09,1.100536024959840e-13,4.509357073230027e-03
2.655000000000000e+01,2.413261749503373e-09,2.413152119219200e-09,1.096302841730590e-13,4.543032463636439e-03
2.660000000000000e+01,2.386210993613584e-09,2.386101779217394e-09,1.092143961902377e-13,4.577105517521490e-03
2.665000000000000e+01,2.359513273501392e-09,2.359404467702927e-09,1.088057984653108e-13,4.611578894365751e-03
2.670000000000000e+01,2.333163334390727e-09,2.333054930036944e-09,1.084043537834901e-13,4.646455271491338e-03
2.675000000000000e+01,2.307156009316530e-09,2.307047999388688e-09,1.080099278412499e-13,4.681737348762137e-03
2.680000000000000e+01,2.281486217497520e-09,2.281378595108491e-09,1.076223890291917e-13,4.717427842092719e-03
2.685000000000000e+01,2.256148962742255e-09,2.256041721133848e-09,1.072416084068151e-13,4.753529484947523e-03
2.690000000000000e+01,2.231139331887540e-09,2.231032464427863e-09,1.068674596772891e-13,4.790045029877890e-03
2.695000000000000e+01,2.206452493268442e-09,2.206345993449328e-09,1.064998191138327e-13,4.826977247903647e-03
2.700000000000000e+01,2.182083695219131e-09,2.181977556653759e-09,1.061385653727726e-13,4.864328922591889e-03
2.705000000000000e+01,2.158028264604505e-09,2.157922481024692e-09,1.057835798136613e-13,4.902102867172033e-03
2.710000000000000e+01,2.134281605380791e-09,2.134176170634591e-09,1.054347461998384e-13,4.940301913711634e-03
2.715000000000000e+01,2.110839197185081e-09,2.110734105234701e-09,1.050919503799657e-13,4.978928900581731e-03
2.720000000000000e+01,2.087696593953863e-09,2.087591838873202e-09,1.047550806606724e-13,5.017986692131110e-03
2.725000000000000e+01,2.064849422568684e-09,2.064744998541100e-09,1.044240275832160e-13,5.057478170766826e-03
2.730000000000000e+01,2.042293381529023e-09,2.042189282845165e-09,1.040986838577214e-13,5.097406236149265e-03
2.735000000000000e+01,2.020024239651781e-09,2.019920460707417e-09,1.037789443644221e-13,5.137773807592238e-03
2.740000000000000e+01,1.998037834796589e-09,1.997934370090500e-09,1.034647060891398e-13,5.178583823274093e-03
2.745000000000000e+01,1.976330072616529e-09,1.976226916748455e-09,1.031558680744806e-13,5.219839240131696e-03
2.750000000000000e+01,1.954896925333675e-09,1.954794073002282e-09,1.028523313921249e-13,5.261543034768797e-03
2.755000000000000e+01,1.933734430538846e-09,1.933631876539792e-09,1.025539990543186e-13,5.303698201223161e-03
2.760000000000000e+01,1.912838690015222e-09,1.912736429239212e-09,1.022607760093240e-13,5.346307752919101e-03
2.765000000000000e+01,1.892205868585144e-09,1.892103896016037e-09,1.019725691062643e-13,5.389374723078103e-03
2.770000000000000e+01,1.871832192979638e-09,1.871730503692611e-09,1.016892870268815e-13,5.432902163333106e-03
2.775000000000000e+01,1.851713950730225e-09,1.851612539889976e-09,1.014108402487266e-13,5.476893143894590e-03
2.780000000000000e+01,1.831847489082520e-09,1.831746351941487e-09,1.011371410327520e-13,5.521350755007955e-03
2.785000000000000e+01,1.812229213931118e-09,1.812128345827750e-09,1.008681033676836e-13,5.566278106069176e-03
2.790000000000000e+01,1.792855588775339e-09,1.792754985132408e-09,1.006036429309366e-13,5.611678325552459e-03
2.795000000000000e+01,1.773723133695396e-09,1.773622790018335e-09,1.003436770609048e-13,5.657554561523620e-03
2.800000000000000e+01,1.754828424348511e-09,1.754728336223818e-09,1.000881246932678e-13,5.703909980086025e-03
2.805000000000000e+01,1.736168090984663e-09,1.736068254078279e-09,9.983690638394524e-14,5.750747768667143e-03
2.810000000000000e+01,1.717738817481376e-09,1.717639227537145e-09,9.958994423113493e-14,5.798071133594976e-03
2.815000000000000e+01,1.699537340397281e-09,1.699437993235448e-09,9.934716183354037e-14,5.845883299595995e-03
2.820000000000000e+01,1.681560448044044e-09,1.681461339559756e-09,9.910848428809595e-14,5.894187511563290e-03
2.825000000000000e+01,1.663804979576211e-09,1.663706105738064e-09,9.887383814736713e-14,5.942987033969206e-03
2.830000000000000e+01,1.646267824098649e-09,1.646169180947242e-09,9.864315140693595e-14,5.992285152014236e-03
2.835000000000000e+01,1.628945919791141e-09,1.628847503437707e-09,9.841635343364309e-14,6.042085169172306e-03
2.840000000000000e+01,1.611836253049884e-09,1.611738059674919e-09,9.819337496455396e-14,6.092390408920364e-03
2.845000000000000e+01,1.594935857645446e-09,1.594837883497371e-09,9.797414807511215e-14,6.143204214604028e-03
2.850000000000000e+01,1.578241813896874e-09,1.578144055290721e-09,9.775860615246295e-14,6.194529949577646e-03
2.855000000000000e+01,1.561751247861618e-09,1.561653701177739e-09,9.754668387870287e-14,6.246370997945121e-03
2.860000000000000e+01,1.545461330540901e-09,1.545363992223724e-09,9.733831717711294e-14,6.298730762908909e-03
2.865000000000000e+01,1.529369277100273e-09,1.529272143657075e-09,9.713344319768304e-14,6.351612667539985e-03
2.870000000000000e+01,1.513472346105009e-09,1.513375414104710e-09,9.693200029870713e-14,6.405020155296407e-03
2.875000000000000e+01,1.497767838770032e-09,1.497671104842014e-09,9.673392801762513e-14,6.458956689815375e-03
2.880000000000000e+01,1.482253098224063e-09,1.482156559057016e-09,9.653916704641429e-14,6.513425754957685e-03
2.885000000000000e+01,1.466925508787709e-09,1.466829161128512e-09,9.634765919746803e-14,6.568430854165901e-03
2.890000000000000e+01,1.451782495265227e-09,1.451686335917832e-09,9.615934739553086e-14,6.623975511537339e-03
2.895000000000000e+01,1.436821522249645e-09,1.436725548073980e-09,9.597417566487714e-14,6.680063272594858e-03
2.900000000000000e+01,1.422040093440948e-09,1.421944301351872e-09,9.579208907657831e-14,6.736697702259280e-03
2.905000000000000e+01,1.407435750977130e-09,1.407340137943385e-09,9.561303374540092e-14,6.793882386181704e-03
2.910000000000000e+01,1.393006074777802e-09,1.392910637820995e-09,9.543695680664560e-14,6.851620930682440e-03
2.915000000000000e+01,1.378748681900073e-09,1.378653418093699e-09,9.526380637375409e-14,6.909916961253241e-03
2.920000000000000e+01,1.364661225906548e-09,1.364566132375001e-09,9.509353154761495e-14,6.968774124718052e-03
2.925000000000000e+01,1.350741396245118e-09,1.350646470162712e-09,9.492608240663744e-14,7.028196090069502e-03
2.930000000000000e+01,1.336986917640275e-09,1.336892156230305e-09,9.476140996973518e-14,7.088186547293251e-03
2.935000000000000e+01,1.323395549495757e-09,1.323300950029625e-09,9.459946613221965e-14,7.148749204034187e-03
2.940000000000000e+01,1.309965085308395e-09,1.309870645104685e-09,9.444020370943397e-14,7.209887790247127e-03
2.945000000000000e+01,1.296693352092769e-09,1.296599068516352e-09,9.428357641731412e-14,7.271606058239668e-03
2.950000000000000e+01,1.283578209816541e-09,1.283484080277686e-09,9.412953885460464e-14,7.333907782809382e-03
2.955000000000000e+01,1.270617550846142e-09,1.270523572799732e-09,9.397804640918034e-14,7.396796755379345e-03
2.960000000000000e+01,1.257809299402813e-09,1.257715470347540e-09,9.382905527314238e-14,7.460276786387542e-03
2.965000000000000e+01,1.245151411028751e-09,1.245057728506212e-09,9.368252253856445e-14,7.524351714274511e-03
2.970000000000000e+01,1.232641872062850e-09,1.232548333656787e-09,9.353840606224869e-14,7.589025396248289e-03
2.975000000000000e+01,1.220278699126213e-09,1.220185302461743e-09,9.339666446965485e-14,7.654301709848956e-03
2.980000000000000e+01,1.208059938617104e-09,1.207966681359940e-09,9.325725716337883e-14,7.720184554957174e-03
2.985000000000000e+01,1.195983666215137e-09,1.195890546070825e-09,9.312014431177902e-14,7.786677854234339e-03
2.990000000000000e+01,1.184047986394452e-09,1.183955001107678e-09,9.298528677411639e-14,7.853785548194121e-03
2.995000000000000e+01,1.172251031945895e-09,1.172158179299768e-09,9.285264612661073e-14,7.921511598552309e-03
3.000000000000000e+01,1.160590963507889e-09,1.160498241323196e-09,9.272218469325308e-14,7.989859992164363e-03
3.005000000000000e+01,1.149065969105755e-09,1.148973375240280e-09,9.259386547466823e-14,8.058834736297038e-03
3.010000000000000e+01,1.137674263699458e-09,1.137581796047314e-09,9.246765214459919e-14,8.128439859524030e-03
3.015000000000000e+01,1.126414088739551e-09,1.126321745230512e-09,9.234350903894707e-14,8.198679411987037e-03
3.020000000000000e+01,1.115283711731158e-09,1.115191490330004e-09,9.222140115370308e-14,8.269557466441318e-03
3.025000000000000e+01,1.104281425805821e-09,1.104189324511704e-09,9.210129411641084e-14,8.341078116937961e-03
3.030000000000000e+01,1.093405549301079e-09,1.093313566146903e-09,9.198315417686060e-14,8.413245479156646e-03
3.035000000000000e+01,1.082654425347646e-09,1.082562558399439e-09,9.186694820688241e-14,8.486063691571509e-03
3.040000000000000e+01,1.072026421463971e-09,1.071934668820293e-09,9.175264367780547e-14,8.559536914575486e-03
3.045000000000000e+01,1.061519929158099e-09,1.061428288949454e-09,9.164020864494851e-14,8.633669330186139e-03
3.050000000000000e+01,1.051133363536672e-09,1.051041833924934e-09,9.152961173872756e-14,8.708465142336540e-03
3.055000000000000e+01,1.040865162920939e-09,1.040773742098767e-09,9.142082217189382e-14,8.783928578707183e-03
3.060000000000000e+01,1.030713788469578e-09,1.030622474659884e-09,9.131380969362510e-14,8.860063887483104e-03
3.065000000000000e+01,1.020677723808303e-09,1.020586515263702e-09,9.120854460007241e-14,8.936875339422416e-03
3.070000000000000e+01,1.010755474666052e-09,1.010664369668318e-09,9.110499773332594e-14,9.014367228877867e-03
3.075000000000000e+01,1.000945568517608e-09,1.000854565377169e-09,9.100314043984928e-14,9.092543870802555e-03
3.080000000000000e+01,9.912465542326416e-10,9.911556512880331e-10,9.090294460852970e-14,9.171409605585048e-03
3.085000000000000e+01,9.816570017308893e-10,9.815661973482630e-10,9.080438262621718e-14,9.250968795739761e-03
3.090000000000000e+01,9.721755016434590e-10,9.720847942161039e-10,9.070742735518379e-14,9.331225824628900e-03
3.095000000000000e+01,9.628006649801599e-10,9.627100529280081e-10,9.061205215173520e-14,9.412185099360463e-03
3.100000000000000e+01,9.535311228026576e-10,9.534406045718104e-10,9.051823084718555e-14,9.493851049886556e-03
3.105000000000000e+01,9.443655259033910e-10,9.442750999656628e-10,9.042593772821191e-14,9.576228127957638e-03
3.110000000000000e+01,9.353025444901614e-10,9.352122093426138e-10,9.033514754760762e-14,9.659320809242500e-03
3.115000000000000e+01,9.263408678762320e-10,9.262506220407231e-10,9.024583550887606e-14,9.743133592725226e-03
3.120000000000000e+01,9.174792041758610e-10,9.173890461986104e-10,9.015797725061762e-14,9.827671000019640e-03
3.125000000000000e+01,9.087162800051744e-10,9.086262084563289e-10,9.007154884549570e-14,9.912937576224974e-03
3.130000000000000e+01,9.000508401882519e-10,8.999608536614649e-10,8.998652678700185e-14,9.998937889453110e-03
3.135000000000000e+01,8.914816474683536e-10,8.913917445803679e-10,8.990288798563004e-14,1.008567653136083e-02
3.140000000000000e+01,8.830074822241611e-10,8.829176616144060e-10,8.982060975502140e-14,1.017315811655476e-02
3.145000000000000e+01,8.746271421909638e-10,8.745374025211565e-10,8.973966980731130e-14,1.026138728299163e-02
3.150000000000000e+01,8.663394421866796e-10,8.662497821404361e-10,8.966004624351341e-14,1.035036869180739e-02
3.155000000000000e+01,8.581432138426352e-10,8.580536321250811e-10,8.958171755414007e-14,1.044010702830770e-02
3.160000000000000e+01,8.500373053389978e-10,8.499478006763872e-10,8.950466261062030e-14,1.053060700191148e-02
3.165000000000000e+01,8.420205811447676e-10,8.419311522841199e-10,8.942886064761879e-14,1.062187334498818e-02
3.170000000000000e+01,8.340919217622770e-10,8.340025674710093e-10,8.935429126768881e-14,1.071391081428474e-02
3.175000000000000e+01,8.262502234760690e-10,8.261609425416496e-10,8.928093441945534e-14,1.080672418921019e-02
3.180000000000000e+01,8.184943981061141e-10,8.184051893357104e-10,8.920877040371547e-14,1.090031827341236e-02
3.185000000000000e+01,8.108233727652642e-10,8.107342349853954e-10,8.913777986878558e-14,1.099469789509892e-02
3.190000000000000e+01,8.032360896208436e-10,8.031470216770507e-10,8.906794379292369e-14,1.108986790574669e-02
3.195000000000000e+01,7.957315056603486e-10,7.956425064168580e-10,8.899924349063676e-14,1.118583318171889e-02
3.200000000000000e+01,7.883085924611317e-10,7.882196608005341e-10,8.893166059768801e-14,1.128259862325268e-02
3.205000000000000e+01,7.809663359640159e-10,7.808774707869532e-10,8.886517706272172e-14,1.138016915421636e-02
3.210000000000000e+01,7.737037362507903e-10,7.736149364756395e-10,8.879977515077877e-14,1.147854972337068e-02
3.215000000000000e+01,7.665198073254626e-10,7.664310718880294e-10,8.873543743316364e-14,1.157774530390220e-02
3.220000000000000e+01,7.594135768992403e-10,7.593249047524611e-10,8.867214677917265e-14,1.167776089315543e-02
3.225000000000000e+01,7.523840861791631e-10,7.522954762928092e-10,8.860988635381918e-14,1.177860151312811e-02
3.230000000000000e+01,7.454303896603050e-10,7.453418410206902e-10,8.854863961483515e-14,1.188027221087902e-02
3.235000000000000e+01,7.385515549214920e-10,7.384630665311939e-10,8.848839029809194e-14,1.198277805737141e-02
3.240000000000000e+01,7.317466624244662e-10,7.316582333020516e-10,8.842912241460192e-14,1.208612414781583e-02
3.245000000000000e+01,7.250148053164489e-10,7.249264344961980e-10,8.837082025082857e-14,1.219031560247125e-02
3.250000000000000e+01,7.183550892360233e-10,7.182667757676548e-10,8.831346836847974e-14,1.229535756740159e-02
3.255000000000000e+01,7.117666321222587e-10,7.116783750706683e-10,8.825705159044555e-14,1.240125521330922e-02
3.260000000000000e+01,7.052485640270588e-10,7.051603624720639e-10,8.820155499490474e-14,1.250801373544291e-02
3.265000000000000e+01,6.988000269306396e-10,6.987118799667297e-10,8.814696390984458e-14,1.261563835354307e-02
3.270000000000000e+01,6.924201745601164e-10,6.923320812961964e-10,8.809326392009195e-14,1.272413431357423e-02
3.275000000000000e+01,6.861081722111055e-10,6.860201317702478e-10,8.804044085769730e-14,1.283350688711021e-02
3.280000000000000e+01,6.798631965722811e-10,6.797752080914957e-10,8.798848078539111e-14,1.294376136964797e-02
3.285000000000000e+01,6.736844355528977e-10,6.735964981828921e-10,8.793737000557941e-14,1.305490308260228e-02
3.290000000000000e+01,6.675710881131436e-10,6.674832010180936e-10,8.788709505000408e-14,1.316693737249901e-02
3.295000000000000e+01,6.615223640973342e-10,6.614345264546533e-10,8.783764268088018e-14,1.327986961184164e-02
3.300000000000000e+01,6.555374840698588e-10,6.554496950699754e-10,8.778899988345134e-14,1.339370519870011e-02
3.305000000000000e+01,6.496156791538312e-10,6.495279379999800e-10,8.774115385120394e-14,1.350844955513009e-02
3.310000000000000e+01,6.437561908724498e-10,6.436684967804426e-10,8.769409200716694e-14,1.362410813109589e-02
3.315000000000000e+01,6.379582709929298e-10,6.378706231909445e-10,8.764780198530039e-14,1.374068640233700e-02
3.320000000000000e+01,6.322211813730159e-10,6.321335791013978e-10,8.760227161808767e-14,1.385818986908078e-02
3.325000000000000e+01,6.265441938100347e-10,6.264566363211002e-10,8.755748893446754e-14,1.397662405631993e-02
3.330000000000000e+01,6.209265898924426e-10,6.208390764502580e-10,8.751344218454622e-14,1.409599451840526e-02
3.335000000000000e+01,6.153676608537844e-10,6.152801907339598e-10,8.747011982460465e-14,1.421630683742031e-02
3.340000000000000e+01,6.098667074289893e-10,6.097792799185270e-10,8.742751046229785e-14,1.433756661491993e-02
3.345000000000000e+01,6.044230397131348e-10,6.043356541102254e-10,8.738560290938766e-14,1.445977948099837e-02
3.350000000000000e+01,5.990359770224582e-10,5.989486326362807e-10,8.734438617750341e-14,1.458295109432939e-02
3.355000000000000e+01,5.937048477576014e-10,5.936175439081562e-10,8.730384944515815e-14,1.470708713734810e-02
3.360000000000000e+01,5.884289892691490e-10,5.883417252870645e-10,8.726398208442516e-14,1.483219332129592e-02
3.365000000000000e+01,5.832077477252924e-10,5.831205229516582e-10,8.722477363415804e-14,1.495827538235850e-02
3.370000000000000e+01,5.780404779816874e-10,5.779532917678744e-10,8.718621381301875e-14,1.508533908446631e-02
3.375000000000000e+01,5.729265434533930e-10,5.728393951608883e-10,8.714829250469182e-14,1.521339021737764e-02
3.380000000000000e+01,5.678653159888894e-10,5.677782049891342e-10,8.711099975519593e-14,1.534243459677411e-02
3.385000000000000e+01,5.628561757461528e-10,5.627691014203729e-10,8.707432577991502e-14,1.547247806607508e-02
3.390000000000000e+01,5.578985110707042e-10,5.578114728097477e-10,8.703826095656722e-14,1.560352649581542e-02
3.395000000000000e+01,5.529917183756435e-10,5.529047155798147e-10,8.700279582882376e-14,1.573558578490084e-02
3.400000000000000e+01,5.481352020235846e-10,5.480482341025029e-10,8.696792108170036e-14,1.586866185676543e-02
3.405000000000000e+01,5.433283742105184e-10,5.432414405829628e-10,8.693362755561932e-14,1.600276066242833e-02
3.410000000000000e+01,5.385706548515357e-10,5.384837549452920e-10,8.689990624372113e-14,1.613788818059142e-02
3.415000000000000e+01,5.338614714683634e-10,5.337746047200790e-10,8.686674828441989e-14,1.627405041683734e-02
3.420000000000000e+01,5.292002590787195e-10,5.291134249337537e-10,8.683414496584939e-14,1.641125340501826e-02
3.425000000000000e+01,5.245864600874208e-10,5.244996579997072e-10,8.680208771355880e-14,1.654950320551158e-02
3.430000000000000e+01,5.200195241792267e-10,5.199327536111405e-10,8.677056808616996e-14,1.668880590490092e-02
3.435000000000000e+01,5.154989082134158e-10,5.154121686356292e-10,8.673957778664774e-14,1.682916761865751e-02
3.440000000000000e+01,5.110240761200168e-10,5.109373670113577e-10,8.670910865909470e-14,1.697059449111836e-02
3.445000000000000e+01,5.065944987976839e-10,5.065078196450073e-10,8.667915267655018e-14,1.711309269367261e-02
3.450000000000000e+01,5.022096540131963e-10,5.021230043112628e-10,8.664970193344226e-14,1.725666842376508e-02
3.455000000000000e+01,4.978690263025702e-10,4.977824055539058e-10,8.662074866440615e-14,1.740132790913315e-02
