Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(1),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/3(1),J_6s1/2(2),J_total_Gd_relativistic
12.9,0.010947563949603641,0.012948563757354195,0.017844860538719677,0.018494916016264965,0.006948290813528179,0.004974225154971062,0.004230206375013169,0.01599276836810842,0.015673109441722857,0.0017191142595107526,0.0025652777619730735,0.002079436317255616,0.0027595529831388626,0.002758098696069828,0.0009476457352752144,0.0009062411214173364,0.0003005558544795701,0.00043056671731020934,0.0003371647774212881,0.00012105334602530149,2.301374741904094e-05,0.41028066216439807
12.950000000000001,0.010938459441282895,0.012835002662271713,0.017806533583008877,0.01844795393719952,0.006935428319204203,0.004889742442259282,0.004163298186808111,0.01584969053554523,0.015528537186544455,0.0017183322323173537,0.002517665521829309,0.00203720721518288,0.002749515907300024,0.002746801853518542,0.0009270932351260239,0.0008864527167047721,0.0002999009811482947,0.00042278814712724686,0.00033033662916473564,0.00012072954591666524,2.2954463348714046e-05,0.4073074011461533
13.0,0.010929330411401724,0.012722123092432654,0.0177680443600702,0.018400825144564842,0.0069220258729041275,0.004807125563658562,0.004098142654377777,0.01570746580414865,0.0153848788904539,0.0017177051986834795,0.0024707512796019416,0.001995768904505022,0.0027392553124261938,0.0027352905481748107,0.0009070064993843931,0.0008671156174258655,0.00029932013889531935,0.00041510677157736184,0.00032362446103480295,0.00012039440149017795,2.2901525019060358e-05,0.40435976319971273
13.05,0.010920176967608173,0.012609926169141972,0.01772939457557169,0.018353532016273703,0.0069080830389136715,0.0047263467073613095,0.004034707625770674,0.015566098904940935,0.015242138584056415,0.001717214041160365,0.0024245357336788054,0.0019551162052378166,0.002728775923772282,0.002723570156789764,0.0008873746503046183,0.0008482192161326139,0.00029880789540922566,0.00040752352929875323,0.00031702805742815827,0.00012004804968464644,2.2854488092057567e-05,0.40143752883888845
13.100000000000001,0.010910999217681945,0.012498412927210937,0.017690585945373448,0.018306076938048806,0.0068935999133817065,0.00464737815684519,0.00397296120603958,0.015425594301805465,0.015100320025771557,0.001716840425363681,0.0023790191205826715,0.001915243601816008,0.0027180825590907773,0.0027116461132758282,0.0008681870681672551,0.000829753158737454,0.0002983590151279076,0.00040003925778819794,0.0003105471263231233,0.00011969063753470796,2.281292410068257e-05,0.3985404797789677
13.15,0.010901797269531891,0.012387584315847864,0.01765162019520238,0.018258462302980113,0.006878577104655144,0.00457019230049009,0.003912871764769249,0.015285956195820398,0.014959426706613274,0.0017165667830269457,0.0023342012320510534,0.00187614526093142,0.0027071801179535337,0.0026995238991313606,0.0008494333851633181,0.0008117073384544724,0.00029796845562029086,0.0003926546965919441,0.00030418130271823415,0.00011932232149664093,2.2776420147586078e-05,0.3956683989324211
13.200000000000001,0.010892571231193499,0.012277441199553497,0.01761249906032799,0.018210690511085093,0.006863015713965216,0.004494761640841545,0.003854407943203201,0.015147188529604349,0.014819461854971532,0.001716376294973484,0.0022900814318548564,0.0018378150489130863,0.00269607357158996,0.0026872090343604306,0.0008311034794219562,0.000794071889885955,0.00029763136390075287,0.0003853704904726501,0.0002979301519931175,0.00011894326648440541,2.2744578599778513e-05,0.39282107040581565
13.25,0.010883321210826382,0.012167984359020794,0.017573224285239313,0.01816276396887203,0.006846917316467443,0.0044210588035261894,0.003797538660978692,0.01500929499167094,0.014680428441392324,0.0017162528740350862,0.002246658672345841,0.001800246548649556,0.0026847679532230953,0.00267470706886911,0.0008131874691720994,0.0007768371832563201,0.0002973430726860555,0.00037818719254827554,0.000291793173191196,0.0001185536452646797,2.2717016803321693e-05,0.3899982794984617
13.3,0.010874047316711771,0.012059214492038728,0.017533797623322977,0.018114685088906412,0.006830283942637124,0.0043490565458247825,0.0037422331224788745,0.014872279020788966,0.014542329183352902,0.0017161811479439182,0.002203931510723904,0.001763433076054257,0.0026732683488855276,0.0026620235743201755,0.0007956757070354759,0.0007599938187832957,0.00029709909660406,0.0003711052673987684,0.0002857698022241536,0.00011815363799275417,2.269336679832534e-05,0.3871998127023888
13.350000000000001,0.010864749657250013,0.011951132214399956,0.01749422083654256,0.018066456289380528,0.0068131180600218035,0.004278727764908571,0.0036884608228112655,0.014736143810345359,0.014405166550029387,0.0017161464422226938,0.0021618981250162797,0.0017273676960755642,0.00266157988869764,0.002649164136428666,0.0007785587744550061,0.0007435326211756471,0.000296895128362981,0.00036412509413666957,0.00027985941499788526,0.000117743431315671,2.2673275015240278e-05,0.38442545770295616
13.4,0.010855428340958073,0.011843738060811968,0.017454495695119237,0.018018079993686334,0.006795422555351733,0.004210045505744704,0.0036361915534214905,0.014600892312707876,0.014268942767053818,0.0017161347630966378,0.002120556329761654,0.0016920432382538095,0.0026497077385911347,0.0026361343476812367,0.0007618274762589375,0.000727444634257882,0.00029672703488944647,0.0003572469694383121,0.00027406133045921807,0.00011732321780294285,2.265640197196541e-05,0.3816750033807918
13.450000000000001,0.010846083476467028,0.011737032485811497,0.017414623977213828,0.017969558629991667,0.00677720071700901,0.004142982968676552,0.0035853954073513153,0.014466527243584843,0.014133659821257959,0.001716132780449332,0.0020799035913931525,0.001657452311828115,0.0026376570924612685,0.0026229398004627815,0.0007454728353531341,0.0007117211157267373,0.0002965908534431515,0.00035047111053293885,0.00026837481356263305,0.00011689319587170733,2.264242196605179e-05,0.3789482398150862
13.5,0.010836715172519586,0.011631015864681953,0.017374607468610304,0.017920894630819893,0.00675845621785568,0.004077513516684832,0.003536042784149925,0.014333051086379278,0.013999319465401294,0.0017161278108431632,0.0020399370433150186,0.0016235873203964885,0.002625433164731725,0.0026095860805742826,0.0007294860875338019,0.0006963535320348609,0.0002964827877154242,0.00034379765814750634,0.00026279907815676847,0.00011645356908142847,2.2631022744979088e-05,0.3762449582869457
13.55,0.01082732353796758,0.01152568849437352,0.0173344479624008,0.017872090432633037,0.0067391930984207465,0.0040136106823354094,0.003488104394447303,0.014200466096534723,0.013865923222880603,0.001716107800623757,0.002000653500668575,0.001590440476133089,0.002613041183316486,0.0025960787611263372,0.0007138586764204557,0.0006813335533893718,0.0002963992039185579,0.00033722667940507087,0.00025733328979136375,0.00011600454521292287,2.2621905182184113e-05,0.3735649512831832
13.600000000000001,0.010817908681769491,0.011421050594425776,0.017294147258672232,0.017823148475418497,0.006719415750445726,0.0039512481744198216,0.003441551264198598,0.014068774305870451,0.013733472392418865,0.0017160613091265209,0.0019620494747838936,0.0015580038135671087,0.0026004863829635493,0.00258242339679331,0.0006985822485123923,0.0006666530488595624,0.0002963366268723182,0.00033075817067462944,0.00025197656844596375,0.00011554633612352992,2.2614782978018407e-05,0.37090801250152394
13.65,0.01080847071298796,0.011317102307892467,0.017253707164194533,0.01777407120227938,0.006699128900788027,0.0038903998842944407,0.0033963547386082114,0.01393797752690356,0.013601968052731082,0.0017159774920021782,0.0019241211873142533,0.0015262692029280815,0.002587773998965774,0.0025686255184135076,0.0006836486483660831,0.0006523040815985044,0.0002962917360936073,0.0003243920603703142,0.0002467279911817322,0.00011507915730038936,2.2609382361692106e-05,0.36827393685602894
13.700000000000001,0.010799009740787303,0.011213843702268246,0.01721312949211061,0.01772486105902854,0.006678337595681166,0.003831039891924343,0.003352486485742323,0.013808077357155725,0.013471411067164912,0.001715846084677014,0.0018868645840511892,0.0014952283630628596,0.002574909261224586,0.002554690627921263,0.0006690499138849254,0.0006382789041817719,0.0002962613618948735,0.0003181282116981597,0.0002415865947172675,0.00011460322668892611,2.2605441789422904e-05,0.36566252048218706
13.75,0.010789525874431044,0.011111274770417139,0.017172416061628074,0.017675520493786404,0.006657047185350541,0.0037731424716379186,0.003309918499838499,0.013679075183442494,0.013341802088314038,0.0017156573859624165,0.0018502753484185715,0.0014648728739298602,0.0025618973886527103,0.002540624193597254,0.000654778271715725,0.0006245699540565569,0.0002962424814964821,0.0003119664253492183,0.00023655137792884484,0.00011411876446841023,2.2602711652257328e-05,0.3630735607432897
13.8,0.010780019223279431,0.011009395431502407,0.01713156869771277,0.017626051956582577,0.006635263308983174,0.003716682097598222,0.0032686231043208844,0.013550972186142913,0.013213141562602237,0.0017154022418272232,0.0018143489146447088,0.0014351941886764626,0.0025487435839025175,0.0025264316456238326,0.0006408261327533775,0.0006111698490929335,0.00029623221515791693,0.0003059064421383827,0.0002316213042754725,0.00011362599347723786,2.260095397251016e-05,0.36050685623768364
13.850000000000001,0.01077048989678697,0.010908205531917676,0.017090589230784214,0.017576457898961378,0.006612991880049648,0.003661633448997171,0.0032285729545294866,0.01342376934344764,0.01308542973483635,0.0017150720293453402,0.0017790804806120967,0.0014061836453057913,0.002535453028406996,0.002512118371932576,0.0006271860877556878,0.0005980713832385098,0.00029622782233234825,0.0002999479455886526,0.00022679530414961114,0.00011312513842610459,2.2599942074670215e-05,0.35796220680499347
13.9,0.010760938004499962,0.010807704846218997,0.01704947949641294,0.017526740773591284,0.0065902390719761355,0.0036079714149785842,0.003189741040171876,0.013297467435583547,0.012958666652726296,0.00171465864083012,0.0017444650203848869,0.0013778324779393188,0.002522030877720763,0.0024976897143316906,0.0006138509030636774,0.0005852675222827351,0.00029622669784877873,0.0002940905644606116,0.0002220722771549359,0.00011261642501910295,2.2599460258054127e-05,0.3554394135324169
13.950000000000001,0.010751363656054036,0.010707893078057645,0.01700824133501985,0.017476903033878374,0.00656701130416424,0.003555671099296108,0.0031521006875055903,0.01317206704901302,0.012832852171370451,0.0017141544681660318,0.0017104972964146856,0.0013501318276819903,0.00250848225714893,0.0024831509649013116,0.0006008135164195682,0.0005727513997296462,0.0002962263681256674,0.0002883338752267193,0.00021745109431268626,0.00011210008050376828,2.2599303481784026e-05,0.35293827876255734
14.0,0.010741766961171692,0.010608769861113442,0.016966876591577588,0.017426947133583837,0.006543315228356147,0.003504707824712078,0.00311562556125942,0.013047568580606314,0.012707985957704863,0.001713552387347252,0.001677171871425743,0.0013230727530967807,0.002494812257652026,0.0024685073626451504,0.0005880670328797254,0.0005605163127696565,0.00029622448741963096,0.0002826774044898851,0.00021293060019777747,0.0001115763336132937,2.259927705077732e-05,0.3504586061006745
14.05,0.01073214802965985,0.010510334760028316,0.01692538711531403,0.017376875526445543,0.006519157715342338,0.0034550571371432578,0.00308028966630161,0.012923972241785181,0.012584067494914652,0.001712845743231946,0.001644483119980976,0.0012966462402957334,0.002481025932015553,0.0024537640903873107,0.0005756047208253406,0.0005485557183445639,0.00029621883411254076,0.00027712063134587554,0.00020850961500523031,0.0001110454129689976,2.259919631216277e-05,0.3480002004204155
14.100000000000001,0.010722506971407397,0.010412587271339951,0.016883774759417883,0.017326690665803793,0.006494545842008974,0.003406694809559494,0.003046067349062973,0.012801278062636378,0.012461096086806312,0.001712028334520181,0.0016124252397307255,0.001270843212654745,0.002467128291273136,0.002438926271903501,0.0005634200080712525,0.0005368632293086197,0.0002962073070400723,0.00027166298968944085,0.00020418693654712444,0.00011050754672585489,2.2598886365793197e-05,0.3455628678707934
14.15,0.010712843896382744,0.010315526824415232,0.016842041380746502,0.017276395004231223,0.006469486878721837,0.003359596845641178,0.0030129332987227225,0.012679485895993456,0.01233907086213946,0.0017110943989626318,0.0015809922623464475,0.001245654540159435,0.002453124301372569,0.002423998969276209,0.0005515064780668484,0.0005254326106877208,0.0002961879218645212,0.0002663038704644103,0.00019996134218044402,0.00010996296362662324,2.25981817748435e-05,0.3431464158844896
14.200000000000001,0.01070315891463138,0.0102191527823833,0.016800188839535907,0.01722599099316696,0.006443988277043559,0.00331373948320145,0.00298086254816478,0.012558595421485469,0.01221799077891681,0.0017100385988064867,0.0015501780641419154,0.001221071048389592,0.0024390188800744186,0.0024089871804637833,0.0005398578661823724,0.0005142577760298864,0.00029615880749446987,0.00026104262385821456,0.0001958315906667415,0.00010941189228310026,2.259692628516709e-05,0.34075065318424624
14.25,0.010693452136273443,0.01012346444306803,0.016758218999113107,0.01717548108255504,0.006418057657780722,0.0032690991973790325,0.0029498304747121703,0.01243860614955136,0.012097854628631222,0.0017088560064842586,0.0015199763763848182,0.0011970835271497683,0.002424816894073207,0.00239389583707372,0.0005284680560798536,0.000503332783837574,0.000296118202553667,0.0002558785614412224,0.00019179642396503592,0.00010885455955369399,2.259497255773781e-05,0.33837538978819853
14.3,0.010683723671501277,0.010028461039919667,0.016716133725610722,0.017124867720487144,0.006391702799357217,0.003225652703607479,0.002919812800646981,0.012319517425418636,0.011978661040468627,0.0017075420905505216,0.001490380795301884,0.001173682738753652,0.0024105231563314945,0.00237872980233076,0.0005173310761711075,0.0004926518340803383,0.000296064451901263,0.00025081095825102125,0.00018785456895942845,0.0001082911913989727,2.259218188327556e-05,0.3360204370174602
14.350000000000001,0.010673973630577017,0.009934141742945463,0.016673934887684,0.017074153352849685,0.00636493162651018,0.0031833769603666767,0.0028907855935232903,0.012201328433045307,0.0118604084854659,0.00170609270187096,0.0014613847917809837,0.0011508594259699318,0.00239614242361755,0.0023634938692307893,0.0005064410961611463,0.00048220926479235985,0.000295996003205331,0.00024583905482156675,0.0001840047391225929,0.00010772201424943541,2.2588423886607785e-05,0.33368560750399984
14.4,0.010664202123830154,0.009840505659639084,0.016631624356230203,0.017023340422975257,0.006337752199304627,0.003142249171722295,0.002862725266280288,0.012084038199023883,0.011743095280622637,0.0017045040600675023,0.0014329817207738432,0.001128604319637379,0.0023816793942375886,0.0023481927588718046,0.0004957924236704913,0.0004719995487544925,0.0002959114035713942,0.00024096205915711893,0.00018024563611591184,0.00010714725339540718,2.258357626795221e-05,0.3313707151953489
14.450000000000001,0.010654409261655123,0.009747551835908584,0.016589204004110455,0.016972431371298516,0.006310172702462819,0.0031022467896588786,0.002835608577162725,0.011967645596446428,0.011626719592965967,0.0017027727402227385,0.0014051648304032492,0.0011069081459569097,0.00236713870595388,0.0023328311189535636,0.00048537950093201487,0.00046201729025343793,0.00029580929622748754,0.00023617914865111178,0.00017657595132699626,0.00010656713131007258,2.257752455207507e-05,0.32907557535895965
14.5,0.010644595154508892,0.0096552792570028,0.016546675705874085,0.016921428635016514,0.006282201435004301,0.003063347516212227,0.0028094126294557027,0.011852149348729765,0.01151127944356763,0.0017008956598462742,0.0013779272707788294,0.00108576163346841,0.0023525249340803425,0.002317413522437834,0.00047519690156386777,0.00045225722191314424,0.0002956884172671002,0.00023148947195039264,0.00017299436734571558,0.00010598186924472748,2.2570161791053132e-05,0.3268000045894316
14.55,0.010634759912908543,0.009563686848435895,0.016504041337485453,0.016870334647753477,0.006253846800192395,0.0030255293054065936,0.002784114871040651,0.0117375480333998,0.011396772711512442,0.001698870066105156,0.0013512621025256297,0.0010651555197200677,0.002337842589747511,0.0023019444663614453,0.0004652393274209709,0.00044271420160150137,0.00029554759245117916,0.00022689215076541043,0.0001694995593803968,0.0001053916882523412,2.256138828831759e-05,0.3245438208149198
14.600000000000001,0.010624903647428878,0.00947277347690995,0.016461302776053368,0.01681915183923012,0.006225117295782913,0.0029887703650022476,0.0027596930937792657,0.01162384008583428,0.011283197137817605,0.0016966935233200184,0.0013251623050299245,0.0010450805576379838,0.002323096118329089,0.002286428370794668,0.0004555016055225484,0.00043338320941599677,0.0002953857340702166,0.00022238628162685347,0.00016609019661613383,0.0001047968065624408,2.2551111411647182e-05,0.32230684329976694
14.65,0.010615026468700018,0.00938253795123536,0.016418461899563065,0.01676788263493747,0.006196021504570697,0.002953049158058816,0.0027361254327319963,0.01151102380296308,0.011170550329302096,0.00169436390072814,0.0012996207844067841,0.0010255275216037672,0.0023082898980225437,0.002270869577937693,0.00044597868505025993,0.00042425934474427725,0.0002952018378672892,0.00021797093758898567,0.00016276494351696177,0.00010419743809478467,2.253924538677676e-05,0.3200888926478947
14.700000000000001,0.010605128487405007,0.009292979023248861,0.016375520586610827,0.016716529455815223,0.006166568085229565,0.0029183444043197906,0.002713390365217579,0.011399097346925362,0.011058829762405624,0.0016918793605141642,0.001274630381194085,0.0010064872132478006,0.0022934282385764933,0.002255272351348282,0.00043666563441526526,0.0004153378233918592,0.0002949949800227619,0.00021364516987973698,0.00015952246107319505,0.00010359379506454318,2.2525710989159124e-05,0.31788979080972185
14.75,0.010595209814277426,0.009204095388729065,0.016332480716141237,0.01666509471793472,0.006136765763441167,0.0028846350814235163,0.002691466709719976,0.011288058748682975,0.010948032786956672,0.0016892383461088326,0.0012501838777777539,0.0009879504669658198,0.0022785153801578996,0.002239640875293922,0.00042755763839715736,0.00040661397477497716,0.00029476431420121733,0.000209408009497616,0.0001563614079948733,0.00010298608911050385,2.2510435280375268e-05,0.3157093610873535
14.8,0.010585270560099008,0.009115885688309238,0.016289344167187116,0.016613580832186448,0.006106623323308167,0.0028519004259458794,0.002670333624648923,0.011177905911589393,0.010838156629889056,0.0016864395707556943,0.0012262740055531062,0.0009699081551663632,0.002263555492352318,0.002223979254222052,0.0004186499953561013,0.00039808323918201786,0.0002945090686610221,0.00020525846875575306,0.0001532804418522828,0.0001023745281264959,2.2493351469468018e-05,0.31354742813538355
14.850000000000001,0.010575310835697262,0.009028348508387258,0.0162461128186122,0.0165619902039722,0.006076149599047153,0.0028201199342798864,0.0026499706069602006,0.01106863661491375,0.010729198398906742,0.0016834820063453971,0.0012028934518272705,0.0009523511932566231,0.00224855267329073,0.0022082915123422028,0.0004099381145142194,0.00038974116510331566,0.00029422854342680947,0.00020119554277372748,0.00015027822016488483,0.00010175931512135634,2.247439868872397e-05,0.31140381796320865
14.9,0.0105653307519431,0.0089414823820325,0.016202788548856505,0.01651032523290183,0.006045353466956592,0.0027892733633572034,0.0026303574906415706,0.0109602485173194,0.010621155086096425,0.0016803648725168259,0.0011800348664677053,0.0009352705443741191,0.0022335109488966936,0.0021925815933141113,0.00040141751330113396,0.0003815834066224292,0.00029392210752503706,0.00019721821091806457,0.00014735340144033613,0.0001011406519234057,2.245352159199904e-05,0.30927835794144265
14.950000000000001,0.010555330419748467,0.008855285789889525,0.016159373235684504,0.01645858831249465,0.006014243837655127,0.00275934073121668,0.002611474445070215,0.010852739160296552,0.010514023571487655,0.0016770876260240421,0.0011576908683019113,0.0009186572238715555,0.0022184342722478038,0.002176853360036098,0.0003930838147628927,0.000373605720863405,0.00029358919628268056,0.00019332543819233457,0.00014450464616534313,0.0001005187405801418,2.243067006119406e-05,0.30717087680586086
15.0,0.010545309950063987,0.008769757161078444,0.016115868755936062,0.016406781829885496,0.005982829648585497,0.0027303023174248117,0.002593301973247382,0.010746105971548662,0.010407800626560241,0.0016736499503676803,0.0011358540512734839,0.0009025023035621393,0.0022033265230456704,0.00216111059452824,0.00038493274503612567,0.00036580396549598676,0.0002932293086890326,0.00018951617657767995,0.00014173061774979342,9.989377922184453e-05,2.2405799160722305e-05,0.3050812046559368
15.05,0.010535269453876601,0.008684894874091723,0.0160722769852802,0.016354908165535403,0.005951119856779278,0.0027021386633529756,0.0025758209099157924,0.01064034626833209,0.01030248291769868,0.0016700517456891847,0.001114516990359654,0.0008867969157325218,0.002188191507188831,0.002145356997905055,0.0003769601308859447,0.0003581740963028083,0.0002928420048204935,0.00018578936632450624,0.00013902998342521497,9.92659601560207e-05,2.237886901151487e-05,0.30300917295508856
15.100000000000001,0.010525209042207218,0.00860069725768738,0.01602859979797169,0.016302969692947006,0.0059191234318776865,0.002674830572316253,0.0025590124195652613,0.010535457260748865,0.010198067009593506,0.0016662931189260143,0.0010936722472555428,0.0008715322569304631,0.0021730329564432498,0.0021295961904326632,0.0003691618973018591,0.00035071216480683326,0.0002924269033281543,0.00018214393719615223,0.0001364014150984654,9.86354740793444e-05,2.2349844409929016e-05,0.3009546145361396
15.15,0.010515128826108373,0.008517162591778333,0.01598483906661051,0.016250968778384577,0.005886849349403623,0.0026483591095785197,0.002542857994331834,0.010431436054992171,0.010094549368589398,0.0016623743742257035,0.0010733123758303205,0.0008566995915341815,0.002157854528205242,0.0021138317116655508,0.00036153406514723813,0.0003434143159536669,0.00029198367898788534,0.00017857880966559494,0.00013384359016175407,9.800251219599582e-05,2.2318694577891834e-05,0.29891736360453536
15.200000000000001,0.010505028916661887,0.008434289108317818,0.015940996661904162,0.016198907780598754,0.0058543065842801365,0.002622705602228436,0.002527339451795618,0.01032827965654438,0.009991926365979948,0.0016582960036164497,0.0010534299273604983,0.000842290255110271,0.002142659805351865,0.002098067020658302,0.0003540727488626917,0.00033627678584800396,0.00029151206031255655,0.00017509289606654403,0.00013135519226048956,9.73672614184258e-05,2.2285393258998717e-05,0.29689725573493253
15.25,0.010494909424976535,0.008352074992180726,0.015897074452432918,0.016146789050555967,0.005821504104590511,0.002597851638930887,0.0025124389326823746,0.010225984973327489,0.009890194281249133,0.0016540586779316966,0.0010340174555455784,0.0008282956575669518,0.002127452296174037,0.002082305496247834,0.00034677415422495296,0.00032929589954880595,0.0002910118272259392,0.00017168510170044787,0.0001289349120206812,9.67299012210569e-05,2.2249918674909548e-05,0.2948941278687917
15.3,0.010484770462185721,0.00827051838204069,0.01585307430441794,0.01609461493117252,0.005788450865575109,0.0025737790695583114,0.002498138898473781,0.010124548818805713,0.009789349305259362,0.0016496632379859881,0.0010150675213112543,0.0008147072861092942,0.0021122354343877884,0.0020665504374018573,0.000339634576159081,0.000322468068925076,0.0002904828087977744,0.00016835432590087373,0.00012658144773750637,9.60906084388248e-05,2.2212253006838794e-05,0.29290781831859314
15.350000000000001,0.010474612139445155,0.008189617371242847,0.01580899808149236,0.016042387757053394,0.0057551558038602,0.002550470004706325,0.002484422128931179,0.010023967915040259,0.009689387543386257,0.0016451106859992053,0.0009965726974053742,0.0008015167080029653,0.00209701257921929,0.00205080506362948,0.0003326503965993991,0.0003157897905674624,0.0002899248810394489,0.00016509946305650477,0.00012429350602627908,9.544956152033235e-05,2.2172381945312912e-05,0.29093816677125767
15.4,0.01046443456793054,0.008109370008672089,0.015764847644475298,0.01599010985423571,0.005721627831913924,0.002527906815097907,0.0024712717195374784,0.009924238895696094,0.009590305018600136,0.0016404021772661336,0.000978525572791821,0.0007887155731529033,0.002081787015559423,0.0020350725154500335,0.0003258180823975993,0.00030925764375044305,0.0002893379647596829,0.0001619194035937468,0.00012206980243669604,9.480693607125812e-05,2.213029482109411e-05,0.28898501428362605
15.450000000000001,0.010454237858835261,0.008029774299616708,0.01572062485114883,0.01593778353993689,0.005687875832724598,0.002506072130880376,0.002458671078861769,0.009825358309000727,0.009492097674494349,0.001635539012068167,0.000960918756847456,0.000776295616503219,0.002066561954183873,0.0020193558549163717,0.0003191341832805886,0.0003028682884454613,0.0002887220234796059,0.00015881303491982934,0.00011990906203115877,9.416289940972745e-05,2.208598479585861e-05,0.287048203276707
15.5,0.010444022123368093,0.00795082820662733,0.015676331556037953,0.015885411122307513,0.005653908654696606,0.002484948840819289,0.002446603925851083,0.00972732262065503,0.009394761378260608,0.0016305226278238282,0.0009437448833672377,0.0007642486602645046,0.002051340532034871,0.002003658066189063,0.00031259532985991617,0.00029661846338725604,0.0002880770614065618,0.00015577924232733887,0.00011781001992817375,9.351761432761438e-05,2.203944842295538e-05,0.28512757753753154
15.55,0.010433787472750892,0.00787252965037096,0.015631969610193502,0.015832994900188798,0.005619735106759069,0.0024645200913932935,0.0024350542870536,0.009630128216696038,0.009298291923611422,0.001625354591474659,0.0009269966143825657,0.0007525666159745871,0.002036125812560861,0.001987982056158032,0.0003061982316904984,0.00029050498419031575,0.00028740312146594097,0.00015281690986124346,0.00011577142181208797,9.28712457637347e-05,2.1990685044012372e-05,0.28322298222324993
15.600000000000001,0.010423534018216316,0.007794876510480099,0.015587540860978105,0.01578053716287482,0.005585363953682591,0.0024447692857939123,0.0024240064937775057,0.009533771406311902,0.009202685033649897,0.0016200365921029394,0.0009106666437978885,0.0007412414863986637,0.0020209207861105467,0.0019723306551083786,0.00029993967537533117,0.0002845247415082775,0.0002867002833902861,0.00014992492114952695,0.00011379202441047181,9.22239580619756e-05,2.1939696910975138e-05,0.28133426385691274
15.65,0.010413261871005537,0.007717866626396766,0.01554304715185511,0.015728040189879344,0.005550803911599338,0.002425680082834127,0.002413445179189566,0.009438248424608987,0.009107936363687065,0.0016145704337775873,0.0008947477008505302,0.0007302653672746071,0.0020057283703778946,0.0019567066174272217,0.00029381652271633096,0.0002786746992327269,0.00028596866186486575,0.00014710216019844135,0.00011187059594022924,9.157590673704739e-05,2.1886489672714632e-05,0.279461270318146
15.700000000000001,0.010402971142365968,0.007641497798211322,0.015498490322180541,0.015675506250707318,0.0055160636437217815,0.002407236395769566,0.0024033552753573773,0.009343555435331255,0.009014041504007,0.0016089580286245174,0.0008792325533986602,0.0007196304489091167,0.0019905514108948174,0.001941112622348563,0.00028782570891379596,0.0002729518927335858,0.00028520840472886805,0.00014434751215317083,0.00011000591652318519,9.092723905084174e-05,2.1831072078532543e-05,0.2776038508407587
15.75,0.010392661943548993,0.007565767787496041,0.015453872206998096,0.015622937604631031,0.005481151756255464,0.0023894223910360117,0.0023937220102391364,0.00924968853353216,0.008920995982580037,0.0016032013901176624,0.0008641140110422707,0.0007093290176302621,0.001975392681568419,0.0019255512747333031,0.00028196424081429017,0.00026735342714245846,0.00028441969123133693,0.00014165986402449974,0.00010819677857173075,9.027810311595863e-05,2.1773454998183393e-05,0.2757618560172123
15.8,0.0103823343858077,0.007490674318133241,0.015409194636837136,0.015570336500470867,0.005446076794501135,0.002372222486906847,0.0023845309046246588,0.009156643748199066,0.008828795267724308,0.0015973026265867871,0.0008493849280819485,0.0006993534571018288,0.001960254885259778,0.001910025105881646,0.00027622919520284007,0.00026187647567517316,0.00028360273034096017,0.00013903810538201653,0.00010644198714523885,8.962865015864618e-05,2.171365113532469e-05,0.27393513779731854
15.850000000000001,0.010371988580394632,0.007416215077137976,0.015364459437513755,0.01551770517638071,0.005410847239141736,0.0023556213520740123,0.0023757677690312636,0.009064417044830549,0.008737434770715993,0.0015912639349381866,0.000835038206320193,0.0006896962495047642,0.001945140654401409,0.0018945365743752815,0.00027061771713580914,0.0002565182779894802,0.0002827577591088141,0.00013648112901450783,0.0001047403602783001,8.897902558684246e-05,2.1651675780923764e-05,0.2721235494774963
15.9,0.010361624638559533,0.007342387715475105,0.015319668429934858,0.01546504585963793,0.00537547150270964,0.002339603904155919,0.0023674187005580344,0.00897300432796667,0.008646909848348568,0.0015850875945842993,0.0008210667977099368,0.0006803499765908798,0.0019300525516506427,0.0018790880669468288,0.00026512701831451596,0.0002512761385795535,0.0002818850410831628,0.00013398783155839012,0.00010309072928210422,8.832936378388413e-05,2.1587547157818354e-05,0.2703269456926253
15.950000000000001,0.010351242671547104,0.007269189848870691,0.015274823429905306,0.015412360766437962,0.005339957926229696,0.0023241553081357214,0.002359470079701852,0.008882401443672517,0.008557215805441424,0.0015787759615782354,0.0008074637068548765,0.0006713073206138488,0.001914993070576293,0.0018636818993741503,0.0002597543755007051,0.00024614742521193944,0.00028098486477539796,0.00013155711409517293,0.00010149193902032589,8.767979614946214e-05,2.152128546388054e-05,0.2685451824182625
16.0,0.010340842790594773,0.007196619058617663,0.0152299262479381,0.015359652101693468,0.005304314776033614,0.0023092609747332534,0.0023519085671385004,0.008792604181975304,0.00846834789729827,0.001572331462949194,0.0007942219933661475,0.0006625610651424142,0.001899964636376108,0.001848320317397268,0.00025449712897178726,0.0002411295674033561,0.00028005754217617825,0.0001291878827189468,9.994284816067686e-05,8.703045978963138e-05,2.145291193121083e-05,0.266778116973261
