Q,J(Q)
42.0,1.5437775833638672e-10
42.050000000000004,1.5328025930164145e-10
42.1,1.5219185146301195e-10
42.150000000000006,1.5111244886349772e-10
42.2,1.5004196645925726e-10
42.25,1.4898032010884186e-10
42.300000000000004,1.4792742656257032e-10
42.35,1.4688320345204098e-10
42.400000000000006,1.458475692797779e-10
42.45,1.448204434090131e-10
42.5,1.438017460535979e-10
42.550000000000004,1.4279139826804583e-10
42.6,1.4178932193770365e-10
42.650000000000006,1.4079543976904714e-10
42.7,1.3980967528010345e-10
42.75,1.3883195279099411e-10
42.800000000000004,1.378621974146007e-10
42.85,1.369003350473497e-10
42.900000000000006,1.3594629236011348e-10
42.95,1.3499999678922972e-10
43.0,1.3406137652763312e-10
43.050000000000004,1.3313036051610126e-10
43.1,1.3220687843461183e-10
43.150000000000006,1.312908606938081e-10
43.2,1.3038223842657493e-10
43.25,1.2948094347971922e-10
43.300000000000004,1.2858690840575713e-10
43.35,1.2770006645480492e-10
43.400000000000006,1.2682035156657117e-10
43.45,1.2594769836245161e-10
43.5,1.2508204213772172e-10
43.550000000000004,1.2422331885382894e-10
43.6,1.2337146513078154e-10
43.650000000000006,1.225264182396319e-10
43.7,1.2168811609505592e-10
43.75,1.2085649724802349e-10
43.800000000000004,1.2003150087856183e-10
43.85,1.1921306678860917e-10
43.900000000000006,1.1840113539495702e-10
43.95,1.1759564772228107e-10
44.0,1.1679654539625833e-10
44.050000000000004,1.1600377063677034e-10
44.1,1.152172662511909e-10
44.150000000000006,1.1443697562775634e-10
44.2,1.1366284272901909e-10
44.25,1.1289481208538124e-10
44.300000000000004,1.1213282878870879e-10
44.35,1.113768384860249e-10
44.400000000000006,1.1062678737327998e-10
44.45,1.0988262218920018e-10
44.5,1.091442902092098e-10
44.550000000000004,1.0841173923942993e-10
44.6,1.0768491761075042e-10
44.650000000000006,1.0696377417297382e-10
44.7,1.0624825828903258e-10
44.75,1.055383198292755e-10
44.800000000000004,1.0483390916582515e-10
44.85,1.0413497716700416e-10
44.900000000000006,1.034414751918286e-10
44.95,1.0275335508456988e-10
45.0,1.0207056916938166e-10
45.050000000000004,1.0139307024499271e-10
45.1,1.0072081157946451e-10
45.150000000000006,1.0005374690501162e-10
45.2,9.939183041288589e-11
45.25,9.87350167483216e-11
45.300000000000004,9.808326100554254e-11
45.35,9.743651872282942e-11
45.400000000000006,9.679474587764569e-11
45.45,9.61578988818241e-11
45.5,9.552593457680921e-11
45.550000000000004,9.489881022895845e-11
45.6,9.427648352489935e-11
45.650000000000006,9.365891256694214e-11
45.7,9.304605586854803e-11
45.75,9.243787234985081e-11
45.800000000000004,9.183432133323311e-11
45.85,9.1235362538955e-11
45.900000000000006,9.064095608083458e-11
45.95,9.005106246198051e-11
46.0,8.94656425705752e-11
46.050000000000004,8.888465767570808e-11
46.1,8.830806942325887e-11
46.150000000000006,8.77358398318288e-11
46.2,8.716793128872156e-11
46.25,8.660430654596992e-11
46.300000000000004,8.604492871641135e-11
46.35,8.548976126980904e-11
46.400000000000006,8.493876802901832e-11
46.45,8.439191316619963e-11
46.5,8.384916119907477e-11
46.550000000000004,8.331047698722792e-11
46.6,8.277582572845065e-11
46.650000000000006,8.224517295512822e-11
46.7,8.171848453067041e-11
46.75,8.11957266459826e-11
46.800000000000004,8.067686581597867e-11
46.85,8.01618688761351e-11
46.900000000000006,7.965070297908465e-11
46.95,7.914333559125058e-11
47.0,7.86397344895191e-11
47.050000000000004,7.813986775795159e-11
47.1,7.764370378453474e-11
47.150000000000006,7.715121125796802e-11
47.2,7.666235916448923e-11
47.25,7.617711678473614e-11
47.300000000000004,7.5695453690645e-11
47.35,7.521733974238502e-11
47.400000000000006,7.474274508532743e-11
47.45,7.42716401470511e-11
47.5,7.38039956343808e-11
47.550000000000004,7.333978253046138e-11
47.6,7.287897209186471e-11
47.650000000000006,7.242153584572968e-11
47.7,7.196744558693595e-11
47.75,7.151667337530933e-11
47.800000000000004,7.106919153285951e-11
47.85,7.062497264104984e-11
47.900000000000006,7.01839895380972e-11
47.95,6.97462153163045e-11
48.0,6.931162331942167e-11
48.050000000000004,6.888018714003826e-11
48.1,6.845188061700518e-11
48.150000000000006,6.802667783288562e-11
48.2,6.760455311143555e-11
48.25,6.718548101511195e-11
48.300000000000004,6.676943634261019e-11
48.35,6.635639412642899e-11
48.400000000000006,6.594632963046273e-11
48.45,6.553921834762143e-11
48.5,6.513503599747724e-11
48.550000000000004,6.473375852393775e-11
48.6,6.433536209294568e-11
48.650000000000006,6.393982309020376e-11
48.7,6.354711811892646e-11
48.75,6.31572239976156e-11
48.800000000000004,6.277011775786207e-11
48.85,6.23857766421717e-11
48.900000000000006,6.200417810181541e-11
48.95,6.162529979470389e-11
49.0,6.124911958328558e-11
49.050000000000004,6.08756155324683e-11
49.1,6.05047659075645e-11
49.150000000000006,6.013654917225843e-11
49.2,5.977094398659737e-11
49.25,5.94079292050037e-11
49.300000000000004,5.904748387431023e-11
49.35,5.868958723181695e-11
49.400000000000006,5.83342187033691e-11
49.45,5.798135790145709e-11
49.5,5.763098462333685e-11
49.550000000000004,5.7283078849171436e-11
49.6,5.693762074019313e-11
49.650000000000006,5.6594590636885524e-11
49.7,5.6253969057186004e-11
49.75,5.591573669470784e-11
49.800000000000004,5.557987441698185e-11
49.85,5.5246363263717746e-11
49.900000000000006,5.491518444508384e-11
49.95,5.4586319340006565e-11
50.0,5.425974949448784e-11
50.050000000000004,5.3935456619941216e-11
50.1,5.361342259154652e-11
50.150000000000006,5.329362944662169e-11
50.2,5.2976059383013336e-11
50.25,5.266069475750412e-11
50.300000000000004,5.234751808423777e-11
50.35,5.203651203316157e-11
50.400000000000006,5.1727659428484925e-11
50.45,5.142094324715588e-11
50.5,5.111634661735293e-11
50.550000000000004,5.0813852816994113e-11
50.6,5.051344527226195e-11
50.650000000000006,5.0215107556144094e-11
50.7,4.9918823386990316e-11
50.75,4.9624576627084424e-11
50.800000000000004,4.9332351281232166e-11
50.85,4.9042131495364084e-11
50.900000000000006,4.8753901555153404e-11
50.95,4.846764588464891e-11
51.0,4.81833490449224e-11
51.050000000000004,4.790099573273075e-11
51.1,4.7620570779192465e-11
51.150000000000006,4.734205914847793e-11
51.2,4.706544593651442e-11
51.25,4.679071636970426e-11
51.300000000000004,4.651785580365705e-11
51.35,4.624684972193559e-11
51.400000000000006,4.597768373481462e-11
51.45,4.571034357805344e-11
51.5,4.5444815111681106e-11
51.550000000000004,4.5181084318794695e-11
51.6,4.491913730437063e-11
51.650000000000006,4.4658960294087954e-11
51.7,4.440053963316504e-11
51.75,4.414386178520753e-11
51.800000000000004,4.388891333106936e-11
51.85,4.3635680967725466e-11
51.900000000000006,4.338415150715628e-11
51.95,4.3134311875244367e-11
52.0,4.288614911068223e-11
52.050000000000004,4.263965036389204e-11
52.1,4.2394802895956527e-11
52.150000000000006,4.215159407756113e-11
52.2,4.191001138794731e-11
52.25,4.1670042413876745e-11
52.300000000000004,4.1431674848606506e-11
52.35,4.1194896490875036e-11
52.400000000000006,4.0959695243898286e-11
52.45,4.072605911437714e-11
52.5,4.0493976211514356e-11
52.550000000000004,4.0263434746042315e-11
52.6,4.0034423029260826e-11
52.650000000000006,3.980692947208472e-11
52.7,3.958094258410166e-11
52.75,3.935645097263946e-11
52.800000000000004,3.9133443341843247e-11
52.85,3.8911908491762384e-11
52.900000000000006,3.869183531744624e-11
52.95,3.847321280805024e-11
53.0,3.825603004595021e-11
53.050000000000004,3.8040276205866555e-11
53.1,3.7825940553997245e-11
53.150000000000006,3.76130124471597e-11
53.2,3.740148133194165e-11
53.25,3.719133674386053e-11
53.300000000000004,3.6982568306531764e-11
53.35,3.677516573084552e-11
53.400000000000006,3.656911881415177e-11
53.45,3.6364417439453964e-11
53.5,3.616105157461073e-11
53.550000000000004,3.595901127154591e-11
53.6,3.575828666546667e-11
53.650000000000006,3.555886797408939e-11
53.7,3.5360745496873905e-11
53.75,3.516390961426499e-11
53.800000000000004,3.4968350786942e-11
53.85,3.47740595550761e-11
53.900000000000006,3.45810265375948e-11
53.95,3.438924243145427e-11
54.0,3.419869801091885e-11
54.050000000000004,3.400938412684789e-11
54.1,3.382129170599006e-11
54.150000000000006,3.3634411750284266e-11
54.2,3.344873533616841e-11
54.25,3.3264253613894285e-11
54.300000000000004,3.3080957806850097e-11
54.35,3.289883921088947e-11
54.400000000000006,3.271788919366722e-11
54.45,3.2538099193982015e-11
54.5,3.2359460721125353e-11
54.550000000000004,3.2181965354237366e-11
54.6,3.200560474166898e-11
54.650000000000006,3.183037060035042e-11
54.7,3.1656254715166166e-11
54.75,3.1483248938336024e-11
54.800000000000004,3.1311345188802534e-11
54.85,3.114053545162449e-11
54.900000000000006,3.0970811777376314e-11
54.95,3.080216628155378e-11
55.0,3.0634591143985315e-11
55.050000000000004,3.046807860824933e-11
55.1,3.030262098109748e-11
55.150000000000006,3.01382106318833e-11
55.2,2.9974839991996934e-11
55.25,2.981250155430515e-11
55.300000000000004,2.9651187872597025e-11
55.35,2.9490891561035286e-11
55.400000000000006,2.933160529361269e-11
55.45,2.917332180361429e-11
55.5,2.9016033883084475e-11
55.550000000000004,2.8859734382299724e-11
55.6,2.8704416209246378e-11
55.650000000000006,2.855007232910339e-11
55.7,2.8396695763730562e-11
55.75,2.824427959116141e-11
55.800000000000004,2.8092816945101284e-11
55.85,2.7942301014430337e-11
55.900000000000006,2.7792725042711304e-11
55.95,2.764408232770226e-11
56.0,2.7496366220873898e-11
56.050000000000004,2.7349570126931833e-11
56.1,2.72036875033434e-11
56.150000000000006,2.705871185986902e-11
56.2,2.6914636758098363e-11
56.25,2.677145581099077e-11
56.300000000000004,2.662916268242031e-11
56.35,2.64877510867253e-11
56.400000000000006,2.634721478826204e-11
56.45,2.620754760096307e-11
56.5,2.6068743387899558e-11
56.550000000000004,2.5930796060848012e-11
56.6,2.579369957986128e-11
56.650000000000006,2.5657447952843398e-11
56.7,2.5522035235129028e-11
56.75,2.538745552906644e-11
56.800000000000004,2.5253702983604894e-11
56.85,2.5120771793885926e-11
56.900000000000006,2.4988656200838376e-11
56.95,2.485735049077764e-11
57.0,2.4726848995008467e-11
57.050000000000004,2.4597146089431793e-11
57.1,2.446823619415526e-11
57.150000000000006,2.4340113773107474e-11
57.2,2.4212773333656006e-11
57.25,2.4086209426228938e-11
57.300000000000004,2.3960416643940214e-11
57.35,2.383538962221846e-11
57.400000000000006,2.371112303843926e-11
57.45,2.358761161156125e-11
57.5,2.3464850101765278e-11
57.550000000000004,2.3342833310097298e-11
57.6,2.3221556078114625e-11
57.650000000000006,2.310101328753541e-11
57.7,2.2981199859891614e-11
57.75,2.2862110756185173e-11
57.800000000000004,2.2743740976547434e-11
57.85,2.2626085559901954e-11
57.900000000000006,2.2509139583630227e-11
57.95,2.2392898163240913e-11
58.0,2.2277356452041857e-11
58.050000000000004,2.2162509640815423e-11
58.1,2.2048352957496937e-11
58.150000000000006,2.1934881666855854e-11
58.2,2.182209107018037e-11
58.25,2.1709976504964587e-11
58.300000000000004,2.159853334459891e-11
58.35,2.1487756998063246e-11
58.400000000000006,2.1377642909623033e-11
58.45,2.1268186558528267e-11
58.5,2.1159383458715167e-11
58.550000000000004,2.1051229158510795e-11
58.6,2.0943719240340402e-11
58.650000000000006,2.0836849320437384e-11
58.7,2.0730615048556186e-11
58.75,2.062501210768765e-11
58.800000000000004,2.0520036213777125e-11
58.85,2.041568311544531e-11
58.900000000000006,2.0311948593711427e-11
58.95,2.0208828461719276e-11
59.0,2.0106318564465604e-11
59.050000000000004,2.000441477853108e-11
59.1,1.990311301181388e-11
59.150000000000006,1.9802409203265457e-11
59.2,1.970229932262914e-11
59.25,1.9602779370180783e-11
59.300000000000004,1.950384537647204e-11
59.35,1.9405493402076036e-11
59.400000000000006,1.930771953733513e-11
59.45,1.9210519902111372e-11
59.5,1.911389064553891e-11
59.550000000000004,1.9017827945778924e-11
59.6,1.892232800977673e-11
59.650000000000006,1.8827387073021063e-11
59.7,1.8733001399305702e-11
59.75,1.8639167280493098e-11
59.800000000000004,1.8545881036280384e-11
59.85,1.8453139013967395e-11
59.900000000000006,1.836093758822679e-11
59.95,1.826927316087642e-11
60.0,1.8178142160653625e-11
60.050000000000004,1.8087541042991628e-11
60.1,1.7997466289798107e-11
60.150000000000006,1.790791440923556e-11
60.2,1.781888193550387e-11
60.25,1.773036542862472e-11
60.300000000000004,1.7642361474228034e-11
60.35,1.7554866683340368e-11
60.400000000000006,1.7467877692175122e-11
60.45,1.7381391161924864e-11
60.5,1.7295403778555253e-11
60.550000000000004,1.7209912252601073e-11
60.6,1.7124913318964044e-11
60.650000000000006,1.7040403736712338e-11
60.7,1.6956380288882117e-11
60.75,1.687283978228068e-11
60.800000000000004,1.6789779047291495e-11
60.85,1.6707194937680958e-11
60.900000000000006,1.662508433040687e-11
60.95,1.654344412542869e-11
61.0,1.6462271245519413e-11
61.050000000000004,1.6381562636079217e-11
61.1,1.630131526495079e-11
61.150000000000006,1.6221526122236187e-11
61.2,1.6142192220115528e-11
61.25,1.6063310592667127e-11
61.300000000000004,1.5984878295689337e-11
61.35,1.5906892406524015e-11
61.400000000000006,1.5829350023881442e-11
61.45,1.5752248267666934e-11
61.5,1.5675584278808923e-11
61.550000000000004,1.5599355219088584e-11
61.6,1.5523558270971044e-11
61.650000000000006,1.544819063743795e-11
61.7,1.53732495418217e-11
61.75,1.5298732227640996e-11
61.800000000000004,1.5224635958437946e-11
61.85,1.5150958017616628e-11
61.900000000000006,1.5077695708282946e-11
61.95,1.5004846353086115e-11
62.0,1.493240729406134e-11
62.050000000000004,1.4860375892474034e-11
62.1,1.4788749528665356e-11
62.150000000000006,1.4717525601899092e-11
62.2,1.464670153020996e-11
62.25,1.4576274750253123e-11
62.300000000000004,1.4506242717155179e-11
62.35,1.4436602904366379e-11
62.400000000000006,1.4367352803514112e-11
62.45,1.4298489924257783e-11
62.5,1.4230011794144856e-11
62.550000000000004,1.4161915958468209e-11
62.6,1.4094199980124783e-11
62.650000000000006,1.4026861439475366e-11
62.7,1.3959897934205696e-11
62.75,1.3893307079188731e-11
62.800000000000004,1.382708650634813e-11
62.85,1.376123386452296e-11
62.900000000000006,1.3695746819333501e-11
62.95,1.3630623053048334e-11
63.0,1.3565860264452465e-11
63.050000000000004,1.3501456168716697e-11
63.1,1.3437408497268116e-11
63.150000000000006,1.337371499766161e-11
63.2,1.3310373433452673e-11
63.25,1.3247381584071137e-11
63.300000000000004,1.3184737244696116e-11
63.35,1.3122438226132007e-11
63.400000000000006,1.306048235468552e-11
63.45,1.299886747204385e-11
63.5,1.2937591435153791e-11
63.550000000000004,1.2876652116102015e-11
63.6,1.2816047401996323e-11
63.650000000000006,1.2755775194847875e-11
63.7,1.269583341145456e-11
63.75,1.2636219983285232e-11
63.800000000000004,1.2576932856365008e-11
63.85,1.2517969991161601e-11
63.900000000000006,1.24593293624725e-11
63.95,1.2401008959313265e-11
64.0,1.2343006784806642e-11
64.05,1.2285320856072747e-11
64.10000000000001,1.2227949204120068e-11
64.15,1.2170889873737599e-11
64.2,1.2114140923387608e-11
64.25,1.2057700425099572e-11
64.3,1.2001566464364896e-11
64.35000000000001,1.194573714003255e-11
64.4,1.1890210564205665e-11
64.45,1.1834984862138819e-11
64.5,1.1780058172136447e-11
64.55,1.172542864545192e-11
64.60000000000001,1.1671094446187568e-11
64.65,1.1617053751195581e-11
64.7,1.1563304749979634e-11
64.75,1.1509845644597448e-11
64.8,1.1456674649564163e-11
64.85000000000001,1.1403789991756482e-11
64.9,1.1351189910317692e-11
64.95,1.1298872656563406e-11
65.0,1.124683649388816e-11
65.05,1.1195079697672797e-11
65.10000000000001,1.1143600555192585e-11
65.15,1.1092397365526216e-11
65.2,1.1041468439465387e-11
65.25,1.0990812099425324e-11
65.3,1.094042667935597e-11
65.35000000000001,1.0890310524653899e-11
65.4,1.0840461992075096e-11
65.45,1.0790879449648255e-11
65.5,1.074156127658899e-11
65.55,1.0692505863214693e-11
65.60000000000001,1.0643711610860093e-11
65.65,1.059517693179358e-11
65.7,1.0546900249134106e-11
65.75,1.049887999676893e-11
65.8,1.0451114619271937e-11
65.85000000000001,1.0403602571822677e-11
65.9,1.0356342320126143e-11
65.95,1.0309332340333046e-11
66.0,1.026257111896094e-11
66.05,1.0216057152815889e-11
66.10000000000001,1.016978894891482e-11
66.15,1.0123765024408536e-11
66.2,1.0077983906505325e-11
66.25,1.0032444132395219e-11
66.3,9.987144249174907e-12
66.35000000000001,9.942082813773228e-12
66.4,9.897258392877348e-12
66.45,9.852669562859427e-12
66.5,9.80831490970399e-12
66.55,9.7641930289359e-12
66.60000000000001,9.720302525548832e-12
66.65,9.676642013934495e-12
66.7,9.63321011781222e-12
66.75,9.59000547015932e-12
66.8,9.547026713141937e-12
66.85000000000001,9.504272498046442e-12
66.9,9.461741485211488e-12
66.95,9.41943234396045e-12
67.0,9.377343752534626e-12
67.05,9.335474398026812e-12
67.10000000000001,9.293822976315521e-12
67.15,9.252388191999727e-12
67.2,9.211168758334073e-12
67.25,9.170163397164701e-12
67.3,9.129370838865544e-12
67.35000000000001,9.088789822275154e-12
67.4,9.048419094634074e-12
67.45,9.008257411522652e-12
67.5,8.968303536799421e-12
67.55,8.928556242539952e-12
67.60000000000001,8.889014308976217e-12
67.65,8.849676524436453e-12
67.7,8.810541685285463e-12
67.75,8.771608595865438e-12
67.8,8.732876068437296e-12
67.85000000000001,8.694342923122395e-12
67.9,8.656007987844862e-12
67.95,8.617870098274196e-12
68.0,8.57992809776852e-12
68.05,8.54218083731818e-12
68.10000000000001,8.504627175489824e-12
68.15,8.467265978370992e-12
68.2,8.430096119515e-12
68.25,8.393116479886448e-12
68.3,8.356325947807048e-12
68.35000000000001,8.31972341890191e-12
68.4,8.283307796046318e-12
68.45,8.247077989312822e-12
68.5,8.21103291591886e-12
68.55,8.175171500174738e-12
68.60000000000001,8.139492673432048e-12
68.65,8.103995374032502e-12
68.7,8.068678547257162e-12
68.75,8.033541145276064e-12
68.8,7.998582127098287e-12
68.85000000000001,7.96380045852237e-12
68.9,7.929195112087181e-12
68.95,7.894765067023106e-12
69.0,7.860509309203668e-12
69.05,7.826426831097559e-12
69.10000000000001,7.792516631720968e-12
69.15,7.758777716590414e-12
69.2,7.725209097675793e-12
69.25,7.691809793353937e-12
69.3,7.658578828362473e-12
69.35000000000001,7.625515233754048e-12
69.4,7.592618046850976e-12
69.45,7.559886311200114e-12
69.5,7.527319076528251e-12
69.55,7.494915398697739e-12
69.60000000000001,7.462674339662501e-12
69.65,7.430594967424437e-12
69.7,7.398676355990083e-12
69.75,7.366917585327674e-12
69.8,7.33531774132454e-12
69.85000000000001,7.303875915744806e-12
69.9,7.272591206187466e-12
69.95,7.241462716044748e-12
70.0,7.2104895544608155e-12
70.05,7.179670836290811e-12
70.10000000000001,7.1490056820601985e-12
70.15,7.1184932179244535e-12
70.2,7.088132575629018e-12
70.25,7.0579228924696005e-12
70.3,7.027863311252813e-12
70.35000000000001,6.997952980257037e-12
70.4,6.968191053193713e-12
70.45,6.9385766891687846e-12
70.5,6.909109052644565e-12
70.55,6.87978731340184e-12
70.60000000000001,6.8506106465022825e-12
70.65,6.82157823225118e-12
70.7,6.792689256160374e-12
70.75,6.7639429089116e-12
70.8,6.735338386320006e-12
70.85000000000001,6.706874889298027e-12
70.9,6.6785516238195226e-12
70.95,6.6503678008841454e-12
71.0,6.6223226364820475e-12
71.05,6.5944153515588286e-12
71.10000000000001,6.566645171980757e-12
71.15,6.539011328500269e-12
71.2,6.5115130567217195e-12
71.25,6.484149597067399e-12
71.3,6.456920194743825e-12
71.35000000000001,6.429824099708277e-12
71.4,6.4028605666356235e-12
71.45,6.376028854885337e-12
71.5,6.349328228468816e-12
71.55,6.322757956016961e-12
71.60000000000001,6.296317310747947e-12
71.65,6.2700055704353336e-12
71.7,6.2438220173762975e-12
71.75,6.217765938360212e-12
71.8,6.191836624637423e-12
71.85000000000001,6.166033371888255e-12
71.9,6.1403554801923065e-12
71.95,6.114802253997877e-12
72.0,6.089373002091751e-12
72.05,6.064067037569115e-12
72.10000000000001,6.038883677803744e-12
72.15,6.013822244418456e-12
72.2,5.988882063255664e-12
72.25,5.964062464348306e-12
72.3,5.93936278189089e-12
72.35000000000001,5.914782354210798e-12
72.4,5.89032052373981e-12
72.45,5.865976636985826e-12
72.5,5.84175004450481e-12
72.55,5.817640100872956e-12
72.60000000000001,5.793646164659045e-12
72.65,5.769767598397052e-12
72.7,5.746003768558888e-12
72.75,5.72235404552741e-12
72.8,5.6988178035696265e-12
72.85000000000001,5.675394420810058e-12
72.9,5.6520832792043896e-12
72.95,5.628883764513198e-12
73.0,5.605795266275988e-12
73.05,5.582817177785361e-12
73.10000000000001,5.559948896061399e-12
73.15,5.537189821826256e-12
73.2,5.514539359478876e-12
73.25,5.491996917069994e-12
73.3,5.469561906277244e-12
73.35000000000001,5.447233742380491e-12
73.4,5.425011844237376e-12
73.45,5.402895634258943e-12
73.5,5.38088453838557e-12
73.55,5.3589779860630054e-12
73.60000000000001,5.337175410218591e-12
73.65,5.3154762472377016e-12
73.7,5.293879936940297e-12
73.75,5.272385922557706e-12
73.8,5.250993650709547e-12
73.85000000000001,5.22970257138084e-12
73.9,5.2085121378992916e-12
73.95,5.1874218069127184e-12
74.0,5.166431038366666e-12
74.05,5.14553929548219e-12
74.10000000000001,5.1247460447337874e-12
74.15,5.10405075582753e-12
74.2,5.0834529016792895e-12
74.25,5.062951958393195e-12
74.3,5.042547405240208e-12
74.35000000000001,5.022238724636868e-12
74.4,5.002025402124212e-12
74.45,4.9819069263467954e-12
74.5,4.961882789031941e-12
74.55,4.9419524849690755e-12
74.60000000000001,4.922115511989261e-12
74.65,4.902371370944876e-12
74.7,4.8827195656893905e-12
74.75,4.863159603057372e-12
74.8,4.8436909928445736e-12
74.85000000000001,4.8243132477882026e-12
74.9,4.8050258835473205e-12
74.95,4.785828418683389e-12
75.0,4.766720374640952e-12
75.05,4.747701275728473e-12
75.10000000000001,4.728770649099299e-12
75.15,4.709928024732784e-12
75.2,4.691172935415511e-12
75.25,4.672504916722696e-12
75.3,4.653923506999695e-12
75.35000000000001,4.635428247343655e-12
75.4,4.617018681585334e-12
75.45,4.598694356270969e-12
75.5,4.580454820644362e-12
75.55,4.5622996266290565e-12
75.60000000000001,4.5442283288106354e-12
75.65,4.526240484419189e-12
75.7,4.50833565331184e-12
75.75,4.490513397955477e-12
75.8,4.4727732834095454e-12
75.85000000000001,4.455114877308995e-12
75.9,4.4375377498473715e-12
75.95,4.420041473759967e-12
76.0,4.402625624307149e-12
76.05,4.385289779257793e-12
76.10000000000001,4.368033518872824e-12
76.15,4.350856425888901e-12
76.2,4.3337580855021815e-12
76.25,4.3167380853522326e-12
76.3,4.299796015506059e-12
76.35000000000001,4.282931468442218e-12
76.4,4.266144039035097e-12
76.45,4.2494333245392385e-12
76.5,4.232798924573838e-12
76.55,4.216240441107315e-12
76.60000000000001,4.1997574784420104e-12
76.65,4.18334964319901e-12
76.7,4.1670165443030215e-12
76.75,4.150757792967424e-12
76.80000000000001,4.134573002679382e-12
76.85000000000001,4.118461789185093e-12
76.9,4.1024237704751144e-12
76.95,4.0864585667698065e-12
77.0,4.070565800504894e-12
77.05000000000001,4.0547450963171e-12
77.10000000000001,4.0389960810299255e-12
77.15,4.02331838363947e-12
77.2,4.007711635300411e-12
77.25,3.992175469312047e-12
77.30000000000001,3.976709521104457e-12
77.35000000000001,3.961313428224761e-12
77.4,3.945986830323448e-12
77.45,3.93072936914084e-12
77.5,3.915540688493629e-12
77.55000000000001,3.900420434261511e-12
77.60000000000001,3.885368254373935e-12
77.65,3.870383798796903e-12
77.7,3.855466719519907e-12
77.75,3.84061667054294e-12
77.80000000000001,3.825833307863585e-12
77.85000000000001,3.811116289464236e-12
77.9,3.7964652752993505e-12
77.95,3.781879927282847e-12
78.0,3.767359909275556e-12
78.05000000000001,3.75290488707277e-12
78.10000000000001,3.738514528391902e-12
78.15,3.724188502860181e-12
78.2,3.709926482002479e-12
78.25,3.695728139229211e-12
78.30000000000001,3.681593149824306e-12
78.35000000000001,3.667521190933292e-12
78.4,3.653511941551422e-12
78.45,3.63956508251192e-12
78.5,3.625680296474291e-12
78.55000000000001,3.6118572679127217e-12
78.60000000000001,3.5980956831045643e-12
78.65,3.584395230118872e-12
78.7,3.570755598805062e-12
78.75,3.5571764807816152e-12
78.80000000000001,3.543657569424877e-12
78.85000000000001,3.530198559857942e-12
78.9,3.516799148939584e-12
78.95,3.5034590352532986e-12
79.0,3.4901779190964067e-12
79.05000000000001,3.476955502469221e-12
79.10000000000001,3.4637914890643263e-12
79.15,3.45068558425588e-12
79.2,3.437637495089035e-12
79.25,3.4246469302694077e-12
79.30000000000001,3.411713600152628e-12
79.35000000000001,3.398837216733973e-12
79.4,3.386017493638042e-12
79.45,3.373254146108531e-12
79.5,3.3605468909980718e-12
79.55000000000001,3.3478954467581246e-12
79.60000000000001,3.335299533428978e-12
79.65,3.3227588726297637e-12
79.7,3.3102731875485876e-12
79.75,3.297842202932705e-12
79.80000000000001,3.285465645078771e-12
79.85000000000001,3.2731432418231635e-12
79.9,3.260874722532346e-12
79.95,3.2486598180933362e-12
80.0,3.236498260904206e-12
80.05000000000001,3.224389784864664e-12
80.10000000000001,3.21233412536671e-12
80.15,3.2003310192853235e-12
80.2,3.1883802049692466e-12
80.25,3.1764814222318173e-12
80.30000000000001,3.164634412341859e-12
80.35000000000001,3.152838918014658e-12
80.4,3.1410946834029593e-12
80.45,3.129401454088066e-12
80.5,3.1177589770709764e-12
80.55000000000001,3.106167000763587e-12
80.60000000000001,3.0946252749799637e-12
80.65,3.0831335509276516e-12
80.7,3.07169158119906e-12
80.75,3.060299119762914e-12
80.80000000000001,3.0489559219557343e-12
80.85000000000001,3.0376617444734165e-12
80.9,3.0264163453628217e-12
80.95,3.01521948401346e-12
81.0,3.0040709211492108e-12
81.05000000000001,2.9929704188201124e-12
81.10000000000001,2.9819177403942018e-12
81.15,2.970912650549394e-12
81.2,2.9599549152654487e-12
81.25,2.949044301815959e-12
81.30000000000001,2.9381805787604126e-12
81.35000000000001,2.9273635159363152e-12
81.4,2.9165928844513308e-12
81.45,2.9058684566755155e-12
81.5,2.8951900062335813e-12
81.55000000000001,2.884557307997213e-12
81.60000000000001,2.8739701380774555e-12
81.65,2.863428273817116e-12
81.7,2.8529314937832564e-12
81.75,2.8424795777597104e-12
81.80000000000001,2.8320723067396602e-12
81.85000000000001,2.8217094629182696e-12
81.9,2.8113908296853476e-12
81.95,2.801116191618074e-12
82.0,2.7908853344737813e-12
82.05000000000001,2.7806980451827616e-12
82.10000000000001,2.770554111841155e-12
82.15,2.7604533237038463e-12
82.2,2.7503954711774387e-12
82.25,2.740380345813263e-12
82.30000000000001,2.7304077403004355e-12
82.35000000000001,2.720477448458968e-12
82.4,2.7105892652329054e-12
82.45,2.7007429866835273e-12
82.5,2.6909384099825915e-12
82.55000000000001,2.6811753334056105e-12
82.60000000000001,2.6714535563252017e-12
82.65,2.661772879204435e-12
82.7,2.6521331035902685e-12
82.75,2.642534032107012e-12
82.80000000000001,2.632975468449818e-12
82.85000000000001,2.623457217378252e-12
82.9,2.6139790847098625e-12
82.95,2.604540877313827e-12
83.0,2.5951424031046257e-12
83.05000000000001,2.5857834710357546e-12
83.10000000000001,2.5764638910934967e-12
83.15,2.5671834742907075e-12
83.2,2.5579420326606637e-12
83.25,2.548739379250946e-12
83.30000000000001,2.5395753281173567e-12
83.35000000000001,2.5304496943178934e-12
83.4,2.521362293906734e-12
83.45,2.5123129439282923e-12
83.5,2.5033014624112878e-12
83.55000000000001,2.4943276683628742e-12
83.60000000000001,2.485391381762799e-12
