Orbital,Index,r,Vnuc_r,Veff_r,P,Q,P_ref1,Q_ref1,P_ref2,Q_ref2
Cs_3p12,74,1.66190102E-05,-1.203384E+01,7.972792E+03,1.852617E-05,5.996043E-04,0,0,0,0
Cs_3p12,75,1.82176983E-05,-1.317053E+01,7.356981E+03,2.223819E-05,6.571045E-04,0,0,0,0
Cs_3p12,76,1.99698037E-05,-1.440968E+01,6.804391E+03,2.668722E-05,7.200666E-04,0,0,0,0
Cs_3p12,77,2.18899922E-05,-1.575897E+01,6.311051E+03,3.201680E-05,7.889949E-04,0,0,0,0
Cs_3p12,78,2.39943289E-05,-1.722617E+01,5.873194E+03,3.839721E-05,8.644372E-04,0,0,0,0
Cs_3p12,79,2.63003985E-05,-1.881888E+01,5.487656E+03,4.602992E-05,9.469864E-04,0,0,0,0
Cs_3p12,80,2.88274593E-05,-2.054432E+01,5.152235E+03,5.515257E-05,1.037282E-03,0,0,0,0
Cs_3p12,81,3.15965961E-05,-2.240882E+01,4.865346E+03,6.604434E-05,1.136014E-03,0,0,0,0
Cs_3p12,82,3.46308858E-05,-2.441738E+01,4.626158E+03,7.903158E-05,1.243923E-03,0,0,0,0
Cs_3p12,83,3.79555985E-05,-2.657280E+01,4.434962E+03,9.449354E-05,1.361801E-03,0,0,0,0
Cs_3p12,84,4.15983858E-05,-2.887475E+01,4.293119E+03,1.128674E-04,1.490496E-03,0,0,0,0
Cs_3p12,85,4.55895176E-05,-3.131833E+01,4.203428E+03,1.346525E-04,1.630903E-03,0,0,0,0
Cs_3p12,86,4.99621154E-05,-3.389228E+01,4.170454E+03,1.604114E-04,1.783974E-03,0,0,0,0
Cs_3p12,87,5.47524273E-05,-3.657655E+01,4.201025E+03,1.907675E-04,1.950708E-03,0,0,0,0
Cs_3p12,88,6.00001133E-05,-3.933919E+01,4.304286E+03,2.263958E-04,2.132157E-03,0,0,0,0
Cs_3p12,89,6.57485603E-05,-4.213234E+01,4.491321E+03,2.680029E-04,2.329427E-03,0,0,0,0
Cs_3p12,90,7.20452343E-05,-4.488752E+01,4.772474E+03,3.162924E-04,2.543686E-03,0,0,0,0
Cs_3p12,91,7.89420505E-05,-4.751086E+01,5.144886E+03,3.719100E-04,2.776197E-03,0,0,0,0
Cs_3p12,92,8.64957898E-05,-4.988089E+01,5.551143E+03,4.353634E-04,3.028276E-03,0,0,0,0
Cs_3p12,93,9.47685433E-05,-5.185703E+01,5.799116E+03,5.069194E-04,3.301079E-03,0,0,0,0
Cs_3p12,94,1.03828197E-04,-5.331527E+01,5.585648E+03,5.865088E-04,3.595888E-03,0,0,0,0
Cs_3p12,95,1.13748973E-04,-5.422071E+01,4.807077E+03,6.737804E-04,3.915421E-03,0,0,0,0
Cs_3p12,96,1.24611998E-04,-5.467808E+01,3.789814E+03,7.684138E-04,4.262852E-03,0,0,0,0
Cs_3p12,97,1.36505939E-04,-5.486678E+01,2.961716E+03,8.704059E-04,4.639533E-03,0,0,0,0
Cs_3p12,98,1.49527688E-04,-5.493120E+01,2.439435E+03,9.801323E-04,5.046833E-03,0,0,0,0
Cs_3p12,99,1.63783106E-04,-5.494820E+01,2.110223E+03,1.098324E-03,5.487874E-03,0,0,0,0
Cs_3p12,100,1.79387834E-04,-5.494951E+01,1.867590E+03,1.225982E-03,5.966095E-03,0,0,0,0
Cs_3p12,101,1.96468178E-04,-5.494610E+01,1.664407E+03,1.364298E-03,6.484656E-03,0,0,0,0
Cs_3p12,102,2.15162065E-04,-5.494119E+01,1.484378E+03,1.514616E-03,7.046811E-03,0,0,0,0
Cs_3p12,103,2.35620078E-04,-5.493556E+01,1.322017E+03,1.678443E-03,7.656084E-03,0,0,0,0
Cs_3p12,104,2.58006591E-04,-5.492935E+01,1.175047E+03,1.857463E-03,8.316292E-03,0,0,0,0
Cs_3p12,105,2.82500997E-04,-5.492254E+01,1.042029E+03,2.053565E-03,9.031551E-03,0,0,0,0
Cs_3p12,106,3.09299030E-04,-5.491507E+01,9.217668E+02,2.268874E-03,9.806282E-03,0,0,0,0
Cs_3p12,107,3.38614205E-04,-5.490688E+01,8.131737E+02,2.505790E-03,1.064522E-02,0,0,0,0
Cs_3p12,108,3.70679387E-04,-5.489792E+01,7.152560E+02,2.767023E-03,1.155345E-02,0,0,0,0
Cs_3p12,109,4.05748472E-04,-5.488809E+01,6.271009E+02,3.055645E-03,1.253638E-02,0,0,0,0
Cs_3p12,110,4.44098221E-04,-5.487733E+01,5.478695E+02,3.375148E-03,1.359980E-02,0,0,0,0
Cs_3p12,111,4.86030236E-04,-5.486555E+01,4.767902E+02,3.729500E-03,1.474986E-02,0,0,0,0
Cs_3p12,112,5.31873099E-04,-5.485264E+01,4.131516E+02,4.123225E-03,1.599313E-02,0,0,0,0
Cs_3p12,113,5.81984680E-04,-5.483851E+01,3.562973E+02,4.561488E-03,1.733656E-02,0,0,0,0
Cs_3p12,114,6.36754628E-04,-5.482303E+01,3.056210E+02,5.050188E-03,1.878752E-02,0,0,0,0
Cs_3p12,115,6.96607062E-04,-5.480609E+01,2.605613E+02,5.596078E-03,2.035377E-02,0,0,0,0
Cs_3p12,116,7.62003467E-04,-5.478755E+01,2.205988E+02,6.206887E-03,2.204352E-02,0,0,0,0
Cs_3p12,117,8.33445816E-04,-5.476726E+01,1.852521E+02,6.891478E-03,2.386537E-02,0,0,0,0
Cs_3p12,118,9.11479925E-04,-5.474506E+01,1.540751E+02,7.660014E-03,2.582831E-02,0,0,0,0
Cs_3p12,119,9.96699062E-04,-5.472077E+01,1.266548E+02,8.524158E-03,2.794172E-02,0,0,0,0
Cs_3p12,120,1.08974783E-03,-5.469420E+01,1.026092E+02,9.497295E-03,3.021533E-02,0,0,0,0
Cs_3p12,121,1.19132632E-03,-5.466515E+01,8.158523E+01,1.059479E-02,3.265915E-02,0,0,0,0
Cs_3p12,122,1.30219459E-03,-5.463339E+01,6.325763E+01,1.183428E-02,3.528348E-02,0,0,0,0
Cs_3p12,123,1.42317741E-03,-5.459867E+01,4.732746E+01,1.323601E-02,3.809877E-02,0,0,0,0
Cs_3p12,124,1.55516941E-03,-5.456074E+01,3.352092E+01,1.482320E-02,4.111557E-02,0,0,0,0
Cs_3p12,125,1.69914053E-03,-5.451930E+01,2.158822E+01,1.662244E-02,4.434442E-02,0,0,0,0
Cs_3p12,126,1.85614184E-03,-5.447404E+01,1.130248E+01,1.866423E-02,4.779570E-02,0,0,0,0
Cs_3p12,127,2.02731176E-03,-5.442464E+01,2.458611E+00,2.098341E-02,5.147947E-02,0,0,0,0
Cs_3p12,128,2.21388271E-03,-5.437073E+01,-5.127802E+00,2.361981E-02,5.540531E-02,0,0,0,0
Cs_3p12,129,2.41718812E-03,-5.431192E+01,-1.162171E+01,2.661886E-02,5.958201E-02,0,0,0,0
Cs_3p12,130,2.63866990E-03,-5.424781E+01,-1.716984E+01,3.003227E-02,6.401742E-02,0,0,0,0
Cs_3p12,131,2.87988641E-03,-5.417795E+01,-2.190191E+01,3.391877E-02,6.871803E-02,0,0,0,0
Cs_3p12,132,3.14252081E-03,-5.410187E+01,-2.593203E+01,3.834491E-02,7.368869E-02,0,0,0,0
Cs_3p12,133,3.42838997E-03,-5.401907E+01,-2.935992E+01,4.338590E-02,7.893216E-02,0,0,0,0
Cs_3p12,134,3.73945380E-03,-5.392901E+01,-3.227229E+01,4.912640E-02,8.444869E-02,0,0,0,0
Cs_3p12,135,4.07782517E-03,-5.383113E+01,-3.474413E+01,5.566145E-02,9.023548E-02,0,0,0,0
Cs_3p12,136,4.44578026E-03,-5.372485E+01,-3.683989E+01,6.309722E-02,9.628612E-02,0,0,0,0
Cs_3p12,137,4.84576946E-03,-5.360954E+01,-3.861476E+01,7.155179E-02,1.025900E-01,0,0,0,0
Cs_3p12,138,5.28042881E-03,-5.348456E+01,-4.011573E+01,8.115579E-02,1.091316E-01,0,0,0,0
Cs_3p12,139,5.75259193E-03,-5.334924E+01,-4.138262E+01,9.205286E-02,1.158899E-01,0,0,0,0
Cs_3p12,140,6.26530247E-03,-5.320289E+01,-4.244907E+01,1.043998E-01,1.228374E-01,0,0,0,0
Cs_3p12,141,6.82182715E-03,-5.304480E+01,-4.334337E+01,1.183665E-01,1.299395E-01,0,0,0,0
Cs_3p12,142,7.42566915E-03,-5.287426E+01,-4.408924E+01,1.341353E-01,1.371538E-01,0,0,0,0
Cs_3p12,143,8.08058215E-03,-5.269052E+01,-4.470650E+01,1.518997E-01,1.444292E-01,0,0,0,0
Cs_3p12,144,8.79058474E-03,-5.249284E+01,-4.521166E+01,1.718624E-01,1.517053E-01,0,0,0,0
Cs_3p12,145,9.55997533E-03,-5.228048E+01,-4.561848E+01,1.942324E-01,1.589117E-01,0,0,0,0
Cs_3p12,146,1.03933474E-02,-5.205269E+01,-4.593837E+01,2.192212E-01,1.659676E-01,0,0,0,0
Cs_3p12,147,1.12956053E-02,-5.180873E+01,-4.618077E+01,2.470371E-01,1.727815E-01,0,0,0,0
Cs_3p12,148,1.22719801E-02,-5.154784E+01,-4.635351E+01,2.778785E-01,1.792508E-01,0,0,0,0
Cs_3p12,149,1.33280461E-02,-5.126929E+01,-4.646308E+01,3.119254E-01,1.852626E-01,0,0,0,0
Cs_3p12,150,1.44697372E-02,-5.097234E+01,-4.651481E+01,3.493288E-01,1.906936E-01,0,0,0,0
Cs_3p12,151,1.57033640E-02,-5.065625E+01,-4.651311E+01,3.901982E-01,1.954120E-01,0,0,0,0
Cs_3p12,152,1.70356302E-02,-5.032028E+01,-4.646162E+01,4.345867E-01,1.992780E-01,0,0,0,0
Cs_3p12,153,1.84736499E-02,-4.996370E+01,-4.636331E+01,4.824745E-01,2.021467E-01,0,0,0,0
Cs_3p12,154,2.00249644E-02,-4.958580E+01,-4.622064E+01,5.337499E-01,2.038707E-01,0,0,0,0
Cs_3p12,155,2.16975588E-02,-4.918588E+01,-4.603564E+01,5.881888E-01,2.043030E-01,0,0,0,0
Cs_3p12,156,2.34998792E-02,-4.876328E+01,-4.580999E+01,6.454330E-01,2.033017E-01,0,0,0,0
Cs_3p12,157,2.54408482E-02,-4.831746E+01,-4.554513E+01,7.049683E-01,2.007345E-01,0,0,0,0
Cs_3p12,158,2.75298816E-02,-4.784791E+01,-4.524229E+01,7.661023E-01,1.964838E-01,0,0,0,0
Cs_3p12,159,2.97769035E-02,-4.735432E+01,-4.490264E+01,8.279450E-01,1.904528E-01,0,0,0,0
Cs_3p12,160,3.21923613E-02,-4.683647E+01,-4.452721E+01,8.893920E-01,1.825714E-01,0,0,0,0
Cs_3p12,161,3.47872402E-02,-4.629429E+01,-4.411704E+01,9.491131E-01,1.728024E-01,0,0,0,0
Cs_3p12,162,3.75730761E-02,-4.572778E+01,-4.367310E+01,1.005548E+00,1.611477E-01,0,0,0,0
Cs_3p12,163,4.05619691E-02,-4.513693E+01,-4.319626E+01,1.056912E+00,1.476539E-01,0,0,0,0
Cs_3p12,164,4.37665942E-02,-4.452168E+01,-4.268725E+01,1.101213E+00,1.324166E-01,0,0,0,0
Cs_3p12,165,4.72002127E-02,-4.388189E+01,-4.214670E+01,1.136279E+00,1.155847E-01,0,0,0,0
Cs_3p12,166,5.08766809E-02,-4.321741E+01,-4.157509E+01,1.159810E+00,9.736219E-02,0,0,0,0
Cs_3p12,167,5.48104589E-02,-4.252816E+01,-4.097292E+01,1.169439E+00,7.800727E-02,0,0,0,0
Cs_3p12,168,5.90166170E-02,-4.181426E+01,-4.034078E+01,1.162809E+00,5.783022E-02,0,0,0,0
Cs_3p12,169,6.35108413E-02,-4.107608E+01,-3.967949E+01,1.137675E+00,3.718763E-02,0,0,0,0
Cs_3p12,170,6.83094377E-02,-4.031431E+01,-3.899008E+01,1.092011E+00,1.647403E-02,0,0,0,0
Cs_3p12,171,7.34293340E-02,-3.952992E+01,-3.827385E+01,1.024131E+00,-3.889347E-03,0,0,0,0
Cs_3p12,172,7.88880812E-02,-3.872404E+01,-3.753226E+01,9.328157E-01,-2.346825E-02,0,0,0,0
Cs_3p12,173,8.47038522E-02,-3.789794E+01,-3.676685E+01,8.174357E-01,-4.183107E-02,0,0,0,0
Cs_3p12,174,9.08954397E-02,-3.705293E+01,-3.597918E+01,6.780630E-01,-5.856590E-02,0,0,0,0
Cs_3p12,175,9.74822516E-02,-3.619031E+01,-3.517081E+01,5.155674E-01,-7.329801E-02,0,0,0,0
Cs_3p12,176,1.04484306E-01,-3.531144E+01,-3.434332E+01,3.316821E-01,-8.570702E-02,0,0,0,0
Cs_3p12,177,1.11922222E-01,-3.441780E+01,-3.349839E+01,1.290333E-01,-9.554250E-02,0,0,0,0
Cs_3p12,178,1.19817212E-01,-3.351124E+01,-3.263805E+01,-8.887469E-02,-1.026369E-01,0,0,0,0
Cs_3p12,179,1.28191073E-01,-3.259389E+01,-3.176456E+01,-3.177242E-01,-1.069150E-01,0,0,0,0
Cs_3p12,180,1.37066167E-01,-3.166831E+01,-3.088062E+01,-5.524999E-01,-1.083984E-01,0,0,0,0
Cs_3p12,181,1.46465416E-01,-3.073711E+01,-2.998897E+01,-7.876544E-01,-1.072048E-01,0,0,0,0
Cs_3p12,182,1.56412280E-01,-2.980276E+01,-2.909216E+01,-1.017317E+00,-1.035430E-01,0,0,0,0
Cs_3p12,183,1.66930743E-01,-2.886735E+01,-2.819242E+01,-1.235534E+00,-9.770162E-02,0,0,0,0
Cs_3p12,184,1.78045295E-01,-2.793269E+01,-2.729167E+01,-1.436535E+00,-9.003486E-02,0,0,0,0
Cs_3p12,185,1.89780911E-01,-2.700071E+01,-2.639192E+01,-1.614999E+00,-8.094423E-02,0,0,0,0
Cs_3p12,186,2.02163032E-01,-2.607346E+01,-2.549533E+01,-1.766312E+00,-7.085794E-02,0,0,0,0
Cs_3p12,187,2.15217541E-01,-2.515367E+01,-2.460469E+01,-1.886791E+00,-6.020912E-02,0,0,0,0
Cs_3p12,188,2.28970746E-01,-2.424414E+01,-2.372286E+01,-1.973859E+00,-4.941441E-02,0,0,0,0
Cs_3p12,189,2.43449348E-01,-2.334772E+01,-2.285274E+01,-2.026162E+00,-3.885494E-02,0,0,0,0
Cs_3p12,190,2.58680427E-01,-2.246680E+01,-2.199679E+01,-2.043612E+00,-2.886069E-02,0,0,0,0
Cs_3p12,191,2.74691406E-01,-2.160299E+01,-2.115669E+01,-2.027360E+00,-1.969953E-02,0,0,0,0
Cs_3p12,192,2.91510038E-01,-2.075701E+01,-2.033318E+01,-1.979703E+00,-1.157100E-02,0,0,0,0
Cs_3p12,193,3.09164369E-01,-1.992864E+01,-1.952615E+01,-1.903931E+00,-4.604793E-03,0,0,0,0
Cs_3p12,194,3.27682722E-01,-1.911722E+01,-1.873496E+01,-1.804128E+00,1.136756E-03,0,0,0,0
Cs_3p12,195,3.47093662E-01,-1.832196E+01,-1.795889E+01,-1.684940E+00,5.652998E-03,0,0,0,0
Cs_3p12,196,3.67425979E-01,-1.754262E+01,-1.719774E+01,-1.551327E+00,8.996748E-03,0,0,0,0
Cs_3p12,197,3.88708654E-01,-1.677993E+01,-1.645231E+01,-1.408309E+00,1.126431E-02,0,0,0,0
Cs_3p12,198,4.10970837E-01,-1.603552E+01,-1.572424E+01,-1.260730E+00,1.258422E-02,0,0,0,0
Cs_3p12,199,4.34241823E-01,-1.531130E+01,-1.501548E+01,-1.113041E+00,1.310531E-02,0,0,0,0
Cs_3p12,200,4.58551023E-01,-1.460841E+01,-1.432723E+01,-9.691390E-01,1.298490E-02,0,0,0,0
Cs_3p12,201,4.83927941E-01,-1.392656E+01,-1.365921E+01,-8.322496E-01,1.237812E-02,0,0,0,0
Cs_3p12,202,5.10402151E-01,-1.326419E+01,-1.300994E+01,-7.048678E-01,1.142940E-02,0,0,0,0
Cs_3p12,203,5.38003269E-01,-1.261958E+01,-1.237773E+01,-5.887521E-01,1.026664E-02,0,0,0,0
Cs_3p12,204,5.66760936E-01,-1.199156E+01,-1.176146E+01,-4.849591E-01,8.997840E-03,0,0,0,0
Cs_3p12,205,5.96704788E-01,-1.138030E+01,-1.116132E+01,-3.939114E-01,7.709781E-03,0,0,0,0
Cs_3p12,206,6.27864442E-01,-1.078674E+01,-1.057827E+01,-3.154883E-01,6.468210E-03,0,0,0,0
Cs_3p12,207,6.60269469E-01,-1.021251E+01,-1.001400E+01,-2.491316E-01,5.319197E-03,0,0,0,0
Cs_3p12,208,6.93949375E-01,-9.659375E+00,-9.470290E+00,-1.939563E-01,4.291386E-03,0,0,0,0
Cs_3p12,209,7.28933585E-01,-9.128864E+00,-8.948694E+00,-1.488594E-01,3.398814E-03,0,0,0,0
Cs_3p12,210,7.65251418E-01,-8.622062E+00,-8.450329E+00,-1.126190E-01,2.644015E-03,0,0,0,0
Cs_3p12,211,8.02932077E-01,-8.139513E+00,-7.975765E+00,-8.397959E-02,2.021101E-03,0,0,0,0
Cs_3p12,212,8.42004625E-01,-7.681200E+00,-7.525012E+00,-6.171970E-02,1.518594E-03,0,0,0,0
Cs_3p12,213,8.82497974E-01,-7.246784E+00,-7.097752E+00,-4.470126E-02,1.121851E-03,0,0,0,0
Cs_3p12,214,9.24440867E-01,-6.835537E+00,-6.693284E+00,-3.190191E-02,8.149875E-04,0,0,0,0
Cs_3p12,215,9.67861865E-01,-6.446671E+00,-6.310837E+00,-2.243194E-02,5.823035E-04,0,0,0,0
Cs_3p12,216,1.01278933E+00,-6.079430E+00,-5.949678E+00,-1.553888E-02,4.092335E-04,0,0,0,0
Cs_3p12,217,1.05925143E+00,-5.733072E+00,-5.609081E+00,-1.060285E-02,2.829055E-04,0,0,0,0
Cs_3p12,218,1.10727609E+00,-5.406986E+00,-5.288454E+00,-7.125593E-03,1.923854E-04,0,0,0,0
Cs_3p12,219,1.15689102E+00,-5.100597E+00,-4.987240E+00,-4.715836E-03,1.286959E-04,0,0,0,0
Cs_3p12,220,1.20812369E+00,-4.813273E+00,-4.704820E+00,-3.073106E-03,8.468602E-05,0,0,0,0
Cs_3p12,221,1.26100132E+00,-4.544226E+00,-4.440423E+00,-1.971593E-03,5.481489E-05,0,0,0,0
Cs_3p12,222,1.31555085E+00,-4.292464E+00,-4.193071E+00,-1.245133E-03,3.489818E-05,0,0,0,0
Cs_3p12,223,1.37179900E+00,-4.056809E+00,-3.961600E+00,-7.739425E-04,2.185222E-05,0,0,0,0
Cs_3p12,224,1.42977216E+00,-3.835977E+00,-3.744739E+00,-4.734010E-04,1.345678E-05,0,0,0,0
Cs_3p12,225,1.48949650E+00,-3.628679E+00,-3.541210E+00,-2.849105E-04,8.148883E-06,0,0,0,0
Cs_3p12,226,1.55099785E+00,-3.433720E+00,-3.349830E+00,-1.686848E-04,4.851978E-06,0,0,0,0
Cs_3p12,227,1.61430178E+00,-3.250081E+00,-3.169592E+00,-9.823351E-05,2.840216E-06,0,0,0,0
Cs_3p12,228,1.67943358E+00,-3.076853E+00,-2.999595E+00,-5.625832E-05,1.634330E-06,0,0,0,0
Cs_3p12,229,1.74641821E+00,-2.913361E+00,-2.839174E+00,-3.167989E-05,9.243252E-07,0,0,0,0
Cs_3p12,230,1.81528034E+00,-2.758997E+00,-2.687731E+00,-1.753785E-05,5.137421E-07,0,0,0,0
Cs_3p12,231,1.88604435E+00,-2.613271E+00,-2.544783E+00,-9.543116E-06,2.805674E-07,0,0,0,0
Cs_3p12,232,1.95873430E+00,-2.475746E+00,-2.409902E+00,-5.103301E-06,1.505345E-07,0,0,0,0
Cs_3p12,233,2.03337395E+00,-2.346015E+00,-2.282688E+00,-2.681542E-06,7.933690E-08,0,0,0,0
Cs_3p12,234,2.10998674E+00,-2.223684E+00,-2.162754E+00,-1.384255E-06,4.106649E-08,0,0,0,0
Cs_3p12,235,2.18859582E+00,-2.108364E+00,-2.049717E+00,-7.018939E-07,2.087395E-08,0,0,0,0
Cs_3p12,236,2.26922402E+00,-1.999663E+00,-1.943191E+00,-3.495232E-07,1.041736E-08,0,0,0,0
Cs_3p12,237,2.35189385E+00,-1.897195E+00,-1.842799E+00,-1.709053E-07,5.103591E-09,0,0,0,0
Cs_3p12,238,2.43662753E+00,-1.800580E+00,-1.748161E+00,-8.204189E-08,2.454082E-09,0,0,0,0
Cs_3p12,239,2.52344696E+00,-1.709455E+00,-1.658925E+00,-3.865830E-08,1.158045E-09,0,0,0,0
Cs_3p12,240,2.61237373E+00,-1.623481E+00,-1.574754E+00,-1.787736E-08,5.361821E-10,0,0,0,0
Cs_3p12,241,2.70342914E+00,-1.544425E+00,-1.497419E+00,-8.112366E-09,2.435433E-10,0,0,0,0
Cs_3p12,242,2.79663416E+00,-1.473873E+00,-1.428511E+00,-3.611663E-09,1.085048E-10,0,0,0,0
Cs_3p12,243,2.89200948E+00,-1.411134E+00,-1.367342E+00,-1.577301E-09,4.740943E-11,0,0,0,0
Cs_3p12,244,2.98957548E+00,-1.355539E+00,-1.313248E+00,-6.756180E-10,2.031218E-11,0,0,0,0
Cs_3p12,245,3.08935224E+00,-1.306452E+00,-1.265596E+00,-2.837908E-10,8.532082E-12,0,0,0,0
Cs_3p12,246,3.19135955E+00,-1.263266E+00,-1.223783E+00,-1.168790E-10,3.767988E-12,0,0,0,0
Cs_3p12,247,3.29561689E+00,-1.225409E+00,-1.187240E+00,-4.718960E-11,7.842292E-13,0,0,0,0
Cs_3p32,0,1.81818182E-08,-1.326898E-02,6.875481E+06,8.206460E-13,-1.591234E-17,0,0,0,0
Cs_3p32,1,1.99385036E-08,-1.455100E-02,6.269736E+06,9.863856E-13,-2.097967E-17,0,0,0,0
Cs_3p32,2,2.18649159E-08,-1.595688E-02,5.717359E+06,1.185742E-12,-2.765850E-17,0,0,0,0
Cs_3p32,3,2.39774121E-08,-1.749857E-02,5.213658E+06,1.425520E-12,-3.646301E-17,0,0,0,0
Cs_3p32,4,2.62940087E-08,-1.918920E-02,4.754334E+06,1.713904E-12,-4.807143E-17,0,0,0,0
Cs_3p32,5,2.88344252E-08,-2.104318E-02,4.335478E+06,2.060736E-12,-6.337796E-17,0,0,0,0
Cs_3p32,6,3.16202310E-08,-2.307625E-02,3.953530E+06,2.477849E-12,-8.356132E-17,0,0,0,0
Cs_3p32,7,3.46751844E-08,-2.530573E-02,3.605232E+06,2.979479E-12,-1.101766E-16,0,0,0,0
Cs_3p32,8,3.80252225E-08,-2.775057E-02,3.287624E+06,3.582737E-12,-1.452735E-16,0,0,0,0
Cs_3p32,9,4.16989144E-08,-3.043161E-02,2.997998E+06,4.308208E-12,-1.915562E-16,0,0,0,0
Cs_3p32,10,4.57274494E-08,-3.337161E-02,2.733891E+06,5.180638E-12,-2.525889E-16,0,0,0,0
Cs_3p32,11,5.01451814E-08,-3.659564E-02,2.493052E+06,6.229793E-12,-3.330741E-16,0,0,0,0
Cs_3p32,12,5.49896152E-08,-4.013108E-02,2.273434E+06,7.491457E-12,-4.392096E-16,0,0,0,0
Cs_3p32,13,6.03020609E-08,-4.400807E-02,2.073162E+06,9.008674E-12,-5.791727E-16,0,0,0,0
Cs_3p32,14,6.61276171E-08,-4.825952E-02,1.890537E+06,1.083319E-11,-7.637412E-16,0,0,0,0
Cs_3p32,15,7.25158324E-08,-5.292160E-02,1.724003E+06,1.302723E-11,-1.007130E-15,0,0,0,0
Cs_3p32,16,7.95210387E-08,-5.803395E-02,1.572142E+06,1.566562E-11,-1.328082E-15,0,0,0,0
Cs_3p32,17,8.72029651E-08,-6.364017E-02,1.433658E+06,1.883837E-11,-1.751325E-15,0,0,0,0
Cs_3p32,18,9.56268180E-08,-6.978784E-02,1.307376E+06,2.265367E-11,-2.309444E-15,0,0,0,0
Cs_3p32,19,1.04864419E-07,-7.652938E-02,1.192217E+06,2.724164E-11,-3.045434E-15,0,0,0,0
Cs_3p32,20,1.14993978E-07,-8.392186E-02,1.087207E+06,3.275870E-11,-4.015940E-15,0,0,0,0
Cs_3p32,21,1.26102019E-07,-9.202843E-02,9.914459E+05,3.939303E-11,-5.295731E-15,0,0,0,0
Cs_3p32,22,1.38282820E-07,-1.009179E-01,9.041216E+05,4.737082E-11,-6.983334E-15,0,0,0,0
Cs_3p32,23,1.51639959E-07,-1.106658E-01,8.244905E+05,5.696408E-11,-9.208688E-15,0,0,0,0
Cs_3p32,24,1.66286724E-07,-1.213549E-01,7.518761E+05,6.849985E-11,-1.214307E-14,0,0,0,0
Cs_3p32,25,1.82348207E-07,-1.330765E-01,6.856574E+05,8.237150E-11,-1.601253E-14,0,0,0,0
Cs_3p32,26,1.99960707E-07,-1.459299E-01,6.252721E+05,9.905191E-11,-2.111489E-14,0,0,0,0
Cs_3p32,27,2.19273585E-07,-1.600243E-01,5.702074E+05,1.191096E-10,-2.784284E-14,0,0,0,0
Cs_3p32,28,2.40451766E-07,-1.754799E-01,5.199924E+05,1.432284E-10,-3.671454E-14,0,0,0,0
Cs_3p32,29,2.63674489E-07,-1.924276E-01,4.742016E+05,1.722303E-10,-4.841258E-14,0,0,0,0
Cs_3p32,30,2.89139551E-07,-2.110118E-01,4.324444E+05,2.071039E-10,-6.383753E-14,0,0,0,0
Cs_3p32,31,3.17062864E-07,-2.313899E-01,3.943661E+05,2.490374E-10,-8.417624E-14,0,0,0,0
Cs_3p32,32,3.47682235E-07,-2.537355E-01,3.596418E+05,2.994600E-10,-1.109943E-13,0,0,0,0
Cs_3p32,33,3.81257913E-07,-2.782385E-01,3.279761E+05,3.600900E-10,-1.463557E-13,0,0,0,0
Cs_3p32,34,4.18074541E-07,-3.051067E-01,2.991001E+05,4.329929E-10,-1.929807E-13,0,0,0,0
Cs_3p32,35,4.58444816E-07,-3.345682E-01,2.727678E+05,5.206524E-10,-2.544565E-13,0,0,0,0
Cs_3p32,36,5.02712467E-07,-3.668738E-01,2.487548E+05,6.260553E-10,-3.355143E-13,0,0,0,0
Cs_3p32,37,5.51252705E-07,-4.022974E-01,2.268571E+05,7.527914E-10,-4.423883E-13,0,0,0,0
Cs_3p32,38,6.04477724E-07,-4.411395E-01,2.068884E+05,9.051774E-10,-5.832996E-13,0,0,0,0
Cs_3p32,39,6.62839465E-07,-4.837301E-01,1.886787E+05,1.088403E-09,-7.690864E-13,0,0,0,0
Cs_3p32,40,7.26833446E-07,-5.304306E-01,1.720731E+05,1.308708E-09,-1.014037E-12,0,0,0,0
Cs_3p32,41,7.97001582E-07,-5.816364E-01,1.569305E+05,1.573592E-09,-1.336983E-12,0,0,0,0
Cs_3p32,42,8.73942194E-07,-6.377838E-01,1.431215E+05,1.892076E-09,-1.762769E-12,0,0,0,0
Cs_3p32,43,9.58305467E-07,-6.993473E-01,1.305291E+05,2.274998E-09,-2.324116E-12,0,0,0,0
Cs_3p32,44,1.05080883E-06,-7.668499E-01,1.190460E+05,2.735394E-09,-3.064186E-12,0,0,0,0
Cs_3p32,45,1.15223484E-06,-8.408623E-01,1.085746E+05,3.288930E-09,-4.039847E-12,0,0,0,0
Cs_3p32,46,1.26344519E-06,-9.220129E-01,9.902587E+04,3.954443E-09,-5.326092E-12,0,0,0,0
Cs_3p32,47,1.38538322E-06,-1.010989E+00,9.031840E+04,4.754575E-09,-7.021763E-12,0,0,0,0
Cs_3p32,48,1.51908051E-06,-1.108543E+00,8.237833E+04,5.716541E-09,-9.257103E-12,0,0,0,0
Cs_3p32,49,1.66567166E-06,-1.215502E+00,7.513802E+04,6.873061E-09,-1.220384E-11,0,0,0,0
Cs_3p32,50,1.82639931E-06,-1.332769E+00,6.853588E+04,8.263464E-09,-1.608830E-11,0,0,0,0
Cs_3p32,51,2.00262406E-06,-1.461337E+00,6.251488E+04,9.935020E-09,-2.120874E-11,0,0,0,0
Cs_3p32,52,2.19583892E-06,-1.602291E+00,5.702736E+04,1.194455E-08,-2.795827E-11,0,0,0,0
